stt,name,business_id,website,email,phone,address,postal_code,city,province,keyword,tol_code,tol_name,line_of_business,company_form,turnover_k_eur,employees,operating_profit_k_eur,facebook_url,linkedin_url,finder_url
3198,Pisara Group Oy,3436778-3,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4096190
3199,Pithia Oy,3585815-4,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4257490
3200,Pittbull Services Avoin yhtiö,2442435-0,,,,,,Kangasala,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Avoin yhtiö,,,,,,https://www.finder.fi/yritys/2637067
3201,Pla Am Oy,2715170-6,,,,,,Järvenpää,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3098121
3202,Planeetta-yhtiöt Ky,2465561-8,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/2671188
3203,Pockethunt Oy,2685292-2,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,7,,-7,,,https://www.finder.fi/yritys/3072745
3204,Pohjanmaan Vuokravoima Oy,3260682-4,,,,,,Luoto,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3764550
3205,Polar Care Oy,3242114-1,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3681410
3206,Portar Oy,3146394-8,,,,,,Kotka,Kymenlaakson maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,666,16,-13,,,https://www.finder.fi/yritys/3501553
3207,Powero Oy,3563695-7,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4234407
3208,Premium Crew Oy,2788103-9,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,124,,-49,,,https://www.finder.fi/yritys/3146922
3209,Prime works oy,3244440-7,,,,,,Pietarsaari,Pohjanmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,49,,12,,,https://www.finder.fi/yritys/3687362
3210,Pro Hemmot Oy,3535782-7,,,,,,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4205264
3211,Pro Nordic Care Oy,3297472-3,,,,,,Lempäälä,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3840800
3212,ProGroup,1906739-5,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,43210,Sähköasennus,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2603392
3213,Procella Works Oy,3270859-9,,,,,,Tampere,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,222,2,6,,,https://www.finder.fi/yritys/3784207
3214,Prodecta Oy,1860750-5,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,66120,Arvopaperien ja raaka-ainesopimusten välittäminen,Henkilöstövuokraus,Osakeyhtiö,,,-2,,,https://www.finder.fi/yritys/498076
3215,Proscout Oy,3458043-7,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4121184
3216,Protem Oy,2881735-4,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-4,,,https://www.finder.fi/yritys/3203556
3217,Psykologitoimisto Koutsaamo,2368230-7,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2598087
3218,Pumalainen Oy,3314153-9,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3868534
3219,Purkutiimi Oy,3410989-9,,,,,,Rovaniemi,Lapin maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4067574
3220,Putkihuoltoset Oy,3249398-9,,,,,,Kouvola,Kymenlaakson maakunta,Henkilöstövuokraus,43220,"Lämpö-, vesijohto- ja ilmastointiasennus",Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3716604
3221,Puumedi Group Oü,2322888-4,,,,,,Ulkomaat,,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Muu oikeudellinen muoto,,,,,,https://www.finder.fi/yritys/2657081
3222,Qemiq Power Oy,3438042-7,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4097630
3223,Quality personnel,3297362-4,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3840338
3224,RF Resourcefactory Oy,2760913-1,,,,,,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,45,,17,,,https://www.finder.fi/yritys/3142034
3225,RN Detailing Service Oy,3163939-2,,,,,,Ulvila,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3523674
3226,RS Energy Oy,2436279-4,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,,,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/2628217
3227,RS6 pojat Oy,3298461-4,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3842332
3228,RV Hallinto Oy,2841144-2,,,,,,Kangasala,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,14,,-9,,,https://www.finder.fi/yritys/3178027
3229,Radea osk,2400718-6,,,,,,Jyväskylä,Keski-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osuuskunta,,,-3,,,https://www.finder.fi/yritys/2553085
3230,Rafa Kuljetus Oy,3473146-9,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,29,,,,,https://www.finder.fi/yritys/4136780
3231,Rafoo Kuljetus Oy,3010047-5,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3310605
3232,RakNik,2651411-4,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3038374
3233,RakennusPoola Oy,2850464-9,,,,,,Laihia,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3183783
3234,Rakex Oy,2527889-3,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,113,2,-11,,,https://www.finder.fi/yritys/2851324
3235,Rakimel Oü,2126284-3,,,,,,Ulkomaat,,Henkilöstövuokraus,77320,Rakennuskoneiden ja -laitteiden vuokraus ja leasing,Henkilöstövuokraus,Muu oikeudellinen muoto,,,,,,https://www.finder.fi/yritys/1613623
3236,Rakiya Oy,3303778-2,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3850476
3237,Rakkaab Oy,3250466-8,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3717892
3238,Raksaposse Suomi Oy,3213863-7,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3591838
3239,Ramses Helsinki,2818457-7,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3162588
3240,Ratonex Oy,2419814-6,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,41000,Talonrakentaminen,Henkilöstövuokraus,Osakeyhtiö,67,1,-28,,,https://www.finder.fi/yritys/2568279
3241,Ravintolapalvelu T. Friman,2411553-1,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2548662
3242,Ravo Oy,2835286-8,,,,,,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3,,-22,,,https://www.finder.fi/yritys/3174437
3243,Re-Fo Oy,3149596-6,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1385,32,-41,,,https://www.finder.fi/yritys/3505873
3244,RealWorks Oy,3100309-5,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3590176
3245,Recrio Henkilöstöpalvelut Oy,3354927-8,,,,,,Kuopio,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3995700
3246,Recycle Star Oy,2553590-9,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,96,,68,,,https://www.finder.fi/yritys/2820690
3247,Reinforce Oy,3261057-5,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,18,1,-4,,,https://www.finder.fi/yritys/3765156
3248,Rekry Redefined,3296612-5,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3851868
3249,Rekry Staff Ab,3201118-5,,,,,,Pietarsaari,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3577390
3250,RekryHouse Finland,3365525-7,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4015187
3251,Rekryagentti,3322172-3,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3881568
3252,Rekrymesta Group Oy,3475523-3,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4139551
3253,Rekrymesta Palvelut Oy,3475529-2,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4139553
3254,Rekrymesta Talotekniikka Oy,3475534-8,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4139556
3255,Rekrytointi Berhana Oy,3248739-4,,,,,,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,144,1,-9,,,https://www.finder.fi/yritys/3694444
3256,Rekryturva Oy,3382762-9,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,1,,,,,https://www.finder.fi/yritys/4031792
3257,Remoteam Oy,3193198-3,,,,,,Kouvola,Kymenlaakson maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3569046
3258,RentPro Oy,3398628-3,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4051287
3259,Rental Services Tikkamäki OY,3409388-2,,,,,,Seinäjoki,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4065123
3260,RenttneR Oy,2679142-9,,,,,,Ylöjärvi,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3071428
3261,Repi Oy,3278299-1,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,12,,6,,,https://www.finder.fi/yritys/3801336
3262,Repoveden Portti Osk (Rpo),1900270-0,,,,,,Kouvola,Kymenlaakson maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Rakennussaneeraus,Osuuskunta,,,-1,,,https://www.finder.fi/yritys/929873
3263,Resource Holding Finland Oy,2045258-1,,,,,,Seinäjoki,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,82990,Muualla luokittelematon muu liike-elämän tukipalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/1238327
3264,Rexem AB Oy,3301536-4,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,59,,-1,,,https://www.finder.fi/yritys/3847066
3265,Rgt Group Oy Ltd,2689321-4,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3076769
3266,Rika Oy,3465344-8,,,,,,Loviisa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4127864
3267,Rintala Palvelut Oy,2636994-9,,,,,,Pöytyä,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/2927654
3268,Road Staff Oy,2689723-1,,,,,,Akaa,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3077141
3269,Robenia Oy,2778085-2,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Rakennuttajapalvelu,Osakeyhtiö,,1,-2,,,https://www.finder.fi/yritys/3139433
3270,Ronarta OÜ,2138676-6,,,,,,Ulkomaat,,Henkilöstövuokraus,01611,Viljelysmaan pitäminen hyvässä kunnossa,Henkilöstövuokraus,Muu oikeudellinen muoto,,,,,,https://www.finder.fi/yritys/1618413
3271,Rowan corporation Oy,3341889-2,,,,,,Kokkola,Keski-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3978763
3272,Ruoho Group Oy,3210653-9,,,,,,Lahti,Päijät-Hämeen maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,99,6,-8,,,https://www.finder.fi/yritys/3589009
3273,Ruori henkilöstöpalvelut Oy,3348538-2,,,,,,Kotka,Kymenlaakson maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,46,,8,,,https://www.finder.fi/yritys/3987154
3274,Röiukko,3168149-4,,,,,,Vehmaa,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3530319
3275,"SA karaoke-, ravintola- ja ohjelmapalvelut",1876504-4,,,,,,Kerava,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/519689
3276,SEF Services Oy,3189622-5,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3565675
3277,SHK Group Ky,2587144-3,,,,,,Sipoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/2857209
3278,SHT Duuni Oy,2798405-4,,,,,,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,70200,Liikkeenjohdon konsultointi,Henkilöstövuokraus,Osakeyhtiö,,,1,,,https://www.finder.fi/yritys/3239320
3279,SKON Oy,3250271-8,,,,,,Kaustinen,Keski-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3717644
3280,SMD Solutions Oy,2899325-1,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3213988
3281,SML-Palvelu Oy,3250077-1,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3717570
3282,SMM Service Oy,3103725-2,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3346045
3283,SSL-Team Oy,2539741-1,,,,,,Tammela,Kanta-Hämeen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/2787755
3284,SVat Company Oy,3321164-8,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3880163
3285,SaKrisMa Oy,3277069-1,,,,,,Kangasniemi,Etelä-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3800420
3286,Sade Terveyspalvelut Oy,3282191-1,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3812080
3287,Sadik Aziz Lääkäripalvelut,2926985-5,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3861409
3288,Salama Kyyti Oy,3575288-6,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4247211
3289,Sampo Rantala tmi,3304041-2,,,,,,Tampere,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3850934
3290,Samuel Group OÜ,2199759-1,,,,,,Ulkomaat,,Henkilöstövuokraus,41000,Talonrakentaminen,Henkilöstövuokraus,Muu oikeudellinen muoto,,,,,,https://www.finder.fi/yritys/1933572
3291,Sanitas Care Oy,3262839-6,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3768422
3292,Sariko Oy,2576001-4,,,,,,Sastamala,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/2838789
3293,Sarowest Oy,3217574-5,,,,,,Närpiö,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3595919
3294,Satu Paakkinen,2042462-8,,,,,,Imatra,Etelä-Karjalan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Elintarvikeliikkeet; Henkilöstövuokraus; Päivittäistavarat,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1237760
3295,Scandinaval Arctic Oy,2450277-7,,,,,,Kittilä,Lapin maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/2649870
3296,Sharif Ali Yusuf Tmi,3317617-6,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3874608
3297,Sharma Palvelut,3566212-7,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4237102
3298,Shiine taksi Oy,3476359-1,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4140371
3299,Silmu Talent Oy,2934096-5,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,9,1,,,,https://www.finder.fi/yritys/3241610
