orgnr,name,legal_name,phone,phone_all,email,website,address,postal_code,city,municipality,county,region,employees,contact_name,contact_role,revenue,profit,currency,status,company_id,proff_url,brreg_url,Check gui,nace_code,nace_name,legal_form,status_brreg
'836402812,Skandinavisk Kompetensservice avd Weldtec Ab,Skandinavisk Kompetensservice avd Weldtec Ab,,,,,Kvarnagården 107 SE-373 45 HOLMSJÖ,,,,,,,Anna Petra Ulrica Malving,Daglig leder,,,NOK,,IDTZ0JG10LU,https://www.proff.no/selskap/skandinavisk-kompetensservice-avd-weldtec-ab/-/arbeidskrafttjenester/IDTZ0JG10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/836402812,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'936474985,Liftvector Andersen Aviation Services,Liftvector Andersen Aviation Services,,,,,Sørbøveien 667,4150,Rennesøy,Stavanger,Rogaland,Vestlandet,,Kyrre Fagerhaug Andersen,Daglig leder,,,NOK,,IFHJWQ110LU,https://www.proff.no/selskap/liftvector-andersen-aviation-services/rennes%C3%B8y/arbeidskrafttjenester/IFHJWQ110LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936474985,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,ENK,Aktiv
'936536573,Varanger Recruitment AS,Varanger Recruitment AS,,,,,Øvreveien 7,9802,Vestre Jakobselv,Vadsø,Finnmark,Nord-Norge,,Thomas Farkas,Daglig leder,0,-9,NOK,,IFHL88T10LU,https://www.proff.no/selskap/varanger-recruitment-as/vestre-jakobselv/arbeidskrafttjenester/IFHL88T10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936536573,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936412793,Nordwork AS,Nordwork AS,'46353377,'46353377,post@nordworkas.com,https://nordwork-as.com/,Kleivabakken 27,3070,Sande I Vestfold,Holmestrand,Vestfold,Østlandet,7,Eva Gyori,Daglig leder,,,NOK,,IFHIKQH10LU,https://www.proff.no/selskap/nordwork-as/sande-i-vestfold/arbeidskrafttjenester/IFHIKQH10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936412793,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936503748,Hilde Johnsrud Consulting,Hilde Johnsrud Consulting,,,,,Seterveien 13 D,1162,Oslo,Oslo,Oslo,Østlandet,,Hilde Synnøve Johnsrud,Innehaver,,,NOK,,IFHKIX010LU,https://www.proff.no/selskap/hilde-johnsrud-consulting/oslo/arbeidskrafttjenester/IFHKIX010LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936503748,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'936441939,Dof Australia Pty Limited Nuf,Dof Australia Pty Limited Nuf,,,,,"Level 5, 181 St. Georges Terrace PERTH 6000 WESTERN AUSTALIA",,,,,,,,,,,NOK,,IFHJ78310LU,https://www.proff.no/selskap/dof-australia-pty-limited-nuf/-/arbeidskrafttjenester/IFHJ78310LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936441939,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'936365671,Mb for People Nuf,Mb for People Nuf,,,,,Taikos str. 107-26 LT-05202 VILNIUS,,,,,,,Janina Boravskaja,Daglig leder,,,NOK,,IFHHKDJ10LU,https://www.proff.no/selskap/mb-for-people-nuf/-/arbeidskrafttjenester/IFHHKDJ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936365671,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'836535502,Tine Lervik,Tine Lervik,,,,,Rognebakken 7,4051,Sola,Sola,Rogaland,Vestlandet,,Tine Lervik,Innehaver,,,NOK,,IDU1UXA10LU,https://www.proff.no/selskap/tine-lervik/sola/arbeidskrafttjenester/IDU1UXA10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/836535502,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'936508561,Jobbmatch Hm Mina,Jobbmatch Hm Mina,,,,,Biørneveien 9,3770,Kragerø,Kragerø,Telemark,Østlandet,,Hagim Mina,Innehaver,,,NOK,,IFHKMMP10LU,https://www.proff.no/selskap/jobbmatch-hm-mina/krager%C3%B8/arbeidskrafttjenester/IFHKMMP10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936508561,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'936513301,Brunel International France Nuf,Brunel International France Nuf,,,,,8 Rue de Temara FR-78100 SAINT-GERMAIN-EN-LAYE,,,,,,,Peter Alexander De Laat,Daglig leder,,,NOK,,IFHKQAD10LU,https://www.proff.no/selskap/brunel-international-france-nuf/-/arbeidskrafttjenester/IFHKQAD10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936513301,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'936521479,Interstuhl Büromöbel Gmbh & Co. Kg Nuf,Interstuhl Büromöbel Gmbh & Co. Kg Nuf,,,,,Brühlstrasse 21 DE-72469 MEßSTETTEN - TIERINGEN,,,,,,1 - 4,,,,,NOK,,IFHKWLJ10LU,https://www.proff.no/selskap/interstuhl-b%C3%BCrom%C3%B6bel-gmbh-co.-kg-nuf/-/arbeidskrafttjenester/IFHKWLJ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936521479,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'936570577,Nht Robeerst,Nht Robeerst,,,,,Nygata 8,7014,Trondheim,Trondheim,Trøndelag,Midt-Norge,,Marco Robeerst,Innehaver,,,NOK,,IFHLYHD10LU,https://www.proff.no/selskap/nht-robeerst/trondheim/arbeidskrafttjenester/IFHLYHD10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936570577,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'936562329,Heddal Bemanningsbyrå Nystad,Heddal Bemanningsbyrå Nystad,'40615908,'40615908,,,Bjørnstjerne Bjørnsons gate 1,3674,Notodden,Notodden,Telemark,Østlandet,,Ann Kristin Nystad,Innehaver,,,NOK,,IFHLS4910LU,https://www.proff.no/selskap/heddal-bemanningsbyr%C3%A5-nystad/notodden/arbeidskrafttjenester/IFHLS4910LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936562329,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,ENK,Aktiv
'936491723,"Toyo Construction Co., Ltd.","Toyo Construction Co., Ltd.",,,,,"4-1-1 Kouraibashi,Chuo-ku, JP-OSAKA-SHI 541-0043",,,,,,17,Takashi Enomoto,Daglig leder,,,NOK,,IFHK9MZ10LU,https://www.proff.no/selskap/toyo-construction-co.-ltd./-/arbeidskrafttjenester/IFHK9MZ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936491723,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'936553168,Lo Edvardsen Konsult,Lo Edvardsen Konsult,,,,,Bjerregaards gate 58 A,0174,Oslo,Oslo,Oslo,Østlandet,,Elias Lo Edvardsen,Innehaver,,,NOK,,IFHLL1S10LU,https://www.proff.no/selskap/lo-edvardsen-konsult/oslo/arbeidskrafttjenester/IFHLL1S10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936553168,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'936477542,Yara Sluiskil B.V.,Yara Sluiskil B.V.,'0115474444,,,http://www.yara.nl/,Industrieweg 10 NL-4541HJ SLUISKIL,,,,,,,,,,,NOK,,IFHJYP210LU,https://www.proff.no/selskap/yara-sluiskil-b.v./-/arbeidskrafttjenester/IFHJYP210LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936477542,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'936705065,Marine Crew & Estate AS,Marine Crew & Estate AS,,,,,Lensmannsveien 14,8450,Stokmarknes,Hadsel,Nordland,Nord-Norge,1 - 4,Trond Ellingsen,Daglig leder,0,-10,NOK,,IFHOU9510LU,https://www.proff.no/selskap/marine-crew-estate-as/stokmarknes/arbeidskrafttjenester/IFHOU9510LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936705065,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936682537,Kmet Workforce Solutions,Kmet Workforce Solutions,,,,,Snopenesvegen 50 C,6017,Ålesund,Ålesund,Møre og Romsdal,Vestlandet,,Brani Førde Kmet,Innehaver,,,NOK,,IFHOCVD10LU,https://www.proff.no/selskap/kmet-workforce-solutions/%C3%A5lesund/arbeidskrafttjenester/IFHOCVD10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936682537,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'936732062,Oslos Bestebemanning AS,Oslos Bestebemanning AS,,,,,Københavngata 10,0566,Oslo,Oslo,Oslo,Østlandet,,Reagan Senyonjo,Daglig leder,,,NOK,,IFHPF3210LU,https://www.proff.no/selskap/oslos-bestebemanning-as/oslo/arbeidskrafttjenester/IFHPF3210LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936732062,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936705685,Karlsen Service AS,Karlsen Service AS,'+4740213678,,,https://karlsenserviceas.no/,Arnøyveien 141,8136,Nordarnøy,Gildeskål,Nordland,Nord-Norge,,Per Johnny Karlsen,Daglig leder,0,0,NOK,,IFHOUQD10LU,https://www.proff.no/selskap/karlsen-service-as/nordarn%C3%B8y/arbeidskrafttjenester/IFHOUQD10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936705685,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'936700578,Humancore Rekruttering & Hr-Tjenester Hussein,Humancore Rekruttering & Hr-Tjenester Hussein,,,,,Brinken 2 D,0654,Oslo,Oslo,Oslo,Østlandet,,Mohamed-Amin Hussein,Daglig leder,,,NOK,,IFHOQSI10LU,https://www.proff.no/selskap/humancore-rekruttering-hr-tjenester-hussein/oslo/arbeidskrafttjenester/IFHOQSI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936700578,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'936746039,Flexihjelp AS,Flexihjelp AS,'40513445,'40513445,,,Solåsveien 5 A,4016,Stavanger,Stavanger,Rogaland,Vestlandet,,Caroline Taranger,Daglig leder,0,0,NOK,,IFHPPVB10LU,https://www.proff.no/selskap/flexihjelp-as/stavanger/arbeidskrafttjenester/IFHPPVB10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936746039,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936598773,Tz-Shops South Sweden Ab Nuf,Tz-Shops South Sweden Ab Nuf,'+46722332011,,,,"c/o TMF Sweden AB,Vasagatan 38 SE-111 20 STOCKHOLM",,,,,,,,,,,NOK,,IFHMK8L10LU,https://www.proff.no/selskap/tz-shops-south-sweden-ab-nuf/-/arbeidskrafttjenester/IFHMK8L10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936598773,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'936752624,Bendco AS,Bendco AS,,,,,Hansteens gate 18,0253,Oslo,Oslo,Oslo,Østlandet,,Bendik Thoresen Myhre,Styrets leder,0,0,NOK,,IFHPUY810LU,https://www.proff.no/selskap/bendco-as/oslo/arbeidskrafttjenester/IFHPUY810LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936752624,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936696112,Møller Services,Møller Services,,,,,Grensegata 38,2003,Lillestrøm,Lillestrøm,Akershus,Østlandet,6,Christoffer Møller,Innehaver,,,NOK,,IFHONCG10LU,https://www.proff.no/selskap/m%C3%B8ller-services/lillestr%C3%B8m/arbeidskrafttjenester/IFHONCG10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936696112,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'936773095,Kh Maritime Service AS,Kh Maritime Service AS,,,,,Tusenfrydvegen 11,4250,Kopervik,Karmøy,Rogaland,Vestlandet,,Kjetil Hansen,Daglig leder,0,-41,NOK,,IFHQAQV10LU,https://www.proff.no/selskap/kh-maritime-service-as/kopervik/arbeidskrafttjenester/IFHQAQV10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936773095,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'936746470,Ghost Gear Solutions AS,Ghost Gear Solutions AS,,,,,Krosshaugveien 35,4085,Hundvåg,Stavanger,Rogaland,Vestlandet,,Lars Frode Vaage Stangeland,Daglig leder,0,0,NOK,,IFHPQ7A10LU,https://www.proff.no/selskap/ghost-gear-solutions-as/hundv%C3%A5g/arbeidskrafttjenester/IFHPQ7A10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936746470,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'936791093,Selector Search AS,Selector Search AS,,,,,Elveveien 34,3262,Larvik,Larvik,Vestfold,Østlandet,1 - 4,Erik Dyrkorn Nyhus,Daglig leder,,,NOK,,IFHQOMT10LU,https://www.proff.no/selskap/selector-search-as/larvik/arbeidskrafttjenester/IFHQOMT10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936791093,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936778070,Heirik Holding AS,Heirik Holding AS,,,,,Vallalia 150,5227,Nesttun,Bergen,Vestland,Vestlandet,,Eirik Sundøy Andersen,Daglig leder,0,0,NOK,,IFHQEL210LU,https://www.proff.no/selskap/heirik-holding-as/nesttun/arbeidskrafttjenester/IFHQEL210LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936778070,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'936738796,Andersen Rekruttering & Bemanning,Andersen Rekruttering,'47957389,'47957389,,,Granåsen 8,7224,Melhus,Melhus,Trøndelag,Midt-Norge,,Idar Turøy Andersen,Innehaver,,,NOK,,IFHPKA410LU,https://www.proff.no/selskap/andersen-rekruttering-bemanning/melhus/arbeidskrafttjenester/IFHPKA410LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936738796,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'936722113,Kyndryl Hungary Korlátolt Felelosségu Társaság,Kyndryl Hungary Korlátolt Felelosségu Társaság,,,emil.stampe@kyndryl.com,,"Berényi út 72-100 HU-8000 SZÉKESFEHÉRVÁR, BUDAPEST",,,,,,,Emil Stampe,Daglig leder,,,NOK,,IFHP7EP10LU,https://www.proff.no/selskap/kyndryl-hungary-korl%C3%A1tolt-feleloss%C3%A9gu-t%C3%A1rsas%C3%A1g/-/arbeidskrafttjenester/IFHP7EP10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936722113,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'936857132,Aspen Service,Aspen Service,,,,,Mølnbakken 14,7350,Buvika,Skaun,Trøndelag,Midt-Norge,,Christopher Aspen,Innehaver,,,NOK,,IFHS3L810LU,https://www.proff.no/selskap/aspen-service/buvika/arbeidskrafttjenester/IFHS3L810LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936857132,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,ENK,Aktiv
'936860192,Forge Bemanning AS,Forge Bemanning AS,,,,,Skarveien 10,9406,Harstad,Harstad,Troms,Nord-Norge,1 - 4,Bjørn Nylund,Styrets leder,,,NOK,,IFHS5Y810LU,https://www.proff.no/selskap/forge-bemanning-as/harstad/arbeidskrafttjenester/IFHS5Y810LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936860192,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'936862780,Aas Rekruttering AS,Aas Rekruttering AS,,,,,Randembrekka 3,1543,Vestby,Vestby,Akershus,Østlandet,,Pål-Alexander Aas Heiland,Daglig leder,,,NOK,,IFHS7Y410LU,https://www.proff.no/selskap/aas-rekruttering-as/vestby/arbeidskrafttjenester/IFHS7Y410LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936862780,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936750907,St Maintenance S.R.O. Nuf,St Maintenance S.R.O. Nuf,,,,,Hasleveien 28 A,0571,Oslo,Oslo,Oslo,Østlandet,,Jozef Bebcak,Daglig leder,,,NOK,,IFHPTMJ10LU,https://www.proff.no/selskap/st-maintenance-s.r.o.-nuf/oslo/arbeidskrafttjenester/IFHPTMJ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936750907,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'936892949,Vocaris AS,Vocaris AS,,,,,Nordsiveien 2621,9470,Gratangen,Gratangen,Troms,Nord-Norge,,Sabrina Isabella Bakkeid,Daglig leder,0,0,NOK,,IFHSV8510LU,https://www.proff.no/selskap/vocaris-as/gratangen/arbeidskrafttjenester/IFHSV8510LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936892949,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936892078,Elevate Management AS,Elevate Management AS,,,,,Auglendsveien 14,4019,Stavanger,Stavanger,Rogaland,Vestlandet,,Christopher Andrew Bisset-Nilsen,Daglig leder,0,-7,NOK,,IFHSUJY10LU,https://www.proff.no/selskap/elevate-management-as/stavanger/arbeidskrafttjenester/IFHSUJY10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936892078,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936897630,Kaada Rekruttering,Kaada Rekruttering,,,,,Ullevålsalléen 2 G,0850,Oslo,Oslo,Oslo,Østlandet,,Erlend Skåtevik Kaada,Innehaver,,,NOK,,IFHSYU610LU,https://www.proff.no/selskap/kaada-rekruttering/oslo/arbeidskrafttjenester/IFHSYU610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936897630,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'936935680,Rogaland Bemanning AS,Rogaland Bemanning AS,,,,,Byhaugveien 3,4023,Stavanger,Stavanger,Rogaland,Vestlandet,,Eirik Bratthammar,Daglig leder,,,NOK,,IFHTS7410LU,https://www.proff.no/selskap/rogaland-bemanning-as/stavanger/arbeidskrafttjenester/IFHTS7410LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936935680,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'836959302,Arktix Maritime AS,Arktix Maritime AS,,,,,Idrettsveien 2,9475,Borkenes,Kvæfjord,Troms,Nord-Norge,11,Kim Are Røch Håkenstad,Styrets leder,,,NOK,,IDUAXXI10LU,https://www.proff.no/selskap/arktix-maritime-as/borkenes/arbeidskrafttjenester/IDUAXXI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/836959302,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936961495,Rakos Holding AS,Rakos Holding AS,,,,,Langsundvegen 47,9010,Tromsø,Tromsø,Troms,Nord-Norge,,Raymon Kollin Aurem,Styrets leder,,,NOK,,IFHUC4710LU,https://www.proff.no/selskap/rakos-holding-as/troms%C3%B8/arbeidskrafttjenester/IFHUC4710LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936961495,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'936970974,Eidhagen Holding AS,Eidhagen Holding AS,,,,,Stallbakken 1,2005,Rælingen,Rælingen,Akershus,Østlandet,,Kim Erik Eidhagen,Daglig leder,,,NOK,,IFHUJFI10LU,https://www.proff.no/selskap/eidhagen-holding-as/r%C3%A6lingen/arbeidskrafttjenester/IFHUJFI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936970974,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936993052,Antonsenx AS,Antonsenx AS,,,,,Redervegen 2,9014,Tromsø,Tromsø,Troms,Nord-Norge,1 - 4,Kent Ove Antonsen,Daglig leder,,,NOK,,IFHV0GS10LU,https://www.proff.no/selskap/antonsenx-as/troms%C3%B8/arbeidskrafttjenester/IFHV0GS10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936993052,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'936975402,Nova-Bemanning AS,Nova-Bemanning AS,'40626384,'40626384,,https://nova-bemanning.no/,Hattesvingen 24 B,1664,Rolvsøy,Fredrikstad,Østfold,Østlandet,,Ida Therese Kristiansen,Daglig leder,,,NOK,,IFHUMUI10LU,https://www.proff.no/selskap/nova-bemanning-as/rolvs%C3%B8y/arbeidskrafttjenester/IFHUMUI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936975402,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'936989985,Vikatel AS,Vikatel AS,,,,,Skafsåvegen 71,3880,Dalen,Tokke,Telemark,Østlandet,6,Vetle Lindvåg Johre,Daglig leder,,,NOK,,IFHUY3L10LU,https://www.proff.no/selskap/vikatel-as/dalen/arbeidskrafttjenester/IFHUY3L10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936989985,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'936980988,Nord Bemanning AS,Nord Bemanning AS,,,,,Sandnesveien 23,8380,Ramberg,Flakstad,Nordland,Nord-Norge,1 - 4,Ben David Leonhardsen,Daglig leder,,,NOK,,IFHUR5O10LU,https://www.proff.no/selskap/nord-bemanning-as/ramberg/arbeidskrafttjenester/IFHUR5O10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936980988,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'937009828,Rakos Services AS,Rakos Services AS,,,,,Langsundvegen 47,9010,Tromsø,Tromsø,Troms,Nord-Norge,1 - 4,Raymon Kollin Aurem,Daglig leder,,,NOK,,IFHVDES10LU,https://www.proff.no/selskap/rakos-services-as/troms%C3%B8/arbeidskrafttjenester/IFHVDES10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/937009828,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'836993462,Jens Multiservice AS,Jens Multiservice AS,,,,,Vallalia 150,5227,Nesttun,Bergen,Vestland,Vestlandet,,Eirik Sundøy Andersen,Daglig leder,0,0,NOK,,IDUBOAE10LU,https://www.proff.no/selskap/jens-multiservice-as/nesttun/arbeidskrafttjenester/IDUBOAE10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/836993462,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'936910602,Mm Crewing AS,Mm Crewing AS,'91869309,'91869309,sigurd@mmanagement.no,,Keiser Wilhelms gate 23,6003,Ålesund,Ålesund,Møre og Romsdal,Vestlandet,12,Sigurd Rekkedal,Daglig leder,,,NOK,,IFHT8UI10LU,https://www.proff.no/selskap/mm-crewing-as/%C3%A5lesund/arbeidskrafttjenester/IFHT8UI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936910602,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'936942725,Transpoter Bergen Severinov,Transpoter Bergen Severinov,,,,,Øyro 65,5200,Os,Bjørnafjorden,Vestland,Vestlandet,23,Severin Mihaylov Severinov,Innehaver,,,NOK,,IFHTXMT10LU,https://www.proff.no/selskap/transpoter-bergen-severinov/os/arbeidskrafttjenester/IFHTXMT10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936942725,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,ENK,Aktiv
'836946782,Mechanum Sverige Ab Nuf,Mechanum Sverige Ab Nuf,,,,,Argongatan 32 SE-431 53 MÖLNDAL,,,,,,,,,,,NOK,,IDUAO9Q10LU,https://www.proff.no/selskap/mechanum-sverige-ab-nuf/-/arbeidskrafttjenester/IDUAO9Q10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/836946782,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'937000189,Bendtsen Works AS,Bendtsen Works AS,,,,,Ileveien 10,1519,Moss,Moss,Østfold,Østlandet,,Aslak Bendtsen,Daglig leder,,,NOK,,IFHV5Z110LU,https://www.proff.no/selskap/bendtsen-works-as/moss/arbeidskrafttjenester/IFHV5Z110LU,https://virksomhet.brreg.no/nb/oppslag/enheter/937000189,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'937035438,Fornem AS,Fornem AS,,,,,Møllesvingen 21,0854,Oslo,Oslo,Oslo,Østlandet,,Filip Jæger,Styrets leder,,,NOK,,IFHVX6610LU,https://www.proff.no/selskap/fornem-as/oslo/arbeidskrafttjenester/IFHVX6610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/937035438,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'937063830,Mentra AS,Mentra AS,,,,,Underhaugsveien 3 C,0354,Oslo,Oslo,Oslo,Østlandet,,Hans-Christian Åsheim,Daglig leder,,,NOK,,IFHWJ2U10LU,https://www.proff.no/selskap/mentra-as/oslo/arbeidskrafttjenester/IFHWJ2U10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/937063830,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'937001614,Sandvik Drift & Service,Sandvik Drift & Service,,,,,Dyrøyvegen 25,6057,Ellingsøy,Ålesund,Møre og Romsdal,Vestlandet,,Odd-Magne Sandvik,Daglig leder,,,NOK,,IFHV72M10LU,https://www.proff.no/selskap/sandvik-drift-service/ellings%C3%B8y/arbeidskrafttjenester/IFHV72M10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/937001614,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,ENK,Aktiv
'936996388,Simmul Bemanning,Simmul Bemanning,,,,,Søråshøgda 236,5235,Rådal,Bergen,Vestland,Vestlandet,,Jan Markus Simmul,Innehaver,,,NOK,,IFHV31G10LU,https://www.proff.no/selskap/simmul-bemanning/r%C3%A5dal/arbeidskrafttjenester/IFHV31G10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936996388,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'937082517,E Personal AS,E Personal AS,,,,,Stallbakken 1,2005,Rælingen,Rælingen,Akershus,Østlandet,,Kim Erik Eidhagen,Daglig leder,,,NOK,,IFHWXHX10LU,https://www.proff.no/selskap/e-personal-as/r%C3%A6lingen/arbeidskrafttjenester/IFHWXHX10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/937082517,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'937035322,Keijser Consulting,Keijser Consulting,'92978504,'92978504,,,Bygdøy allé 68,0265,Oslo,Oslo,Oslo,Østlandet,,Ida Elisabeth Marley Keijser,Innehaver,,,NOK,,IFHVX2Y10LU,https://www.proff.no/selskap/keijser-consulting/oslo/arbeidskrafttjenester/IFHVX2Y10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/937035322,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'937072732,Ra Hospitality Bergen AS,Ra Hospitality Bergen AS,'21382000,'21382000,info@rahospitality.no,https://rahospitality.no,Fortunen 5,5013,Bergen,Bergen,Vestland,Vestlandet,51,Hege Bergan,Daglig leder,,,NOK,,IFHWPY410LU,https://www.proff.no/selskap/ra-hospitality-bergen-as/bergen/arbeidskrafttjenester/IFHWPY410LU,https://virksomhet.brreg.no/nb/oppslag/enheter/937072732,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
