stt,ten_cong_ty,trang_thai_khop,ten_chinh_thuc_rekvizitai,ma_so_doanh_nghiep,ma_so_thue_vat,so_dien_thoai,email,website,nguoi_dai_dien,chuc_vu,so_nhan_vien,dia_chi_dang_ky,thanh_pho_dang_ky,ma_buu_chinh_dang_ky,nganh_nghe_dang_ky,rekvizitai_url,ma_phe_duyet_traces,so_luong_nganh_cap_phep,cac_nganh_hoat_dong,cac_hoat_dong_chi_tiet,dia_chi_traces,thanh_pho_traces,vung_tinh_traces,quoc_gia,tag_doanh_nghiep_maps,facebook_url,dia_chi_maps,nguon_enrich
460,UAB Ratutela,NO_MATCH,,,,,,,,,,,,,,,19-14,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,"Veiverių g. 151, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
461,UAB Raučulys,MATCH,"Raučulys, UAB",159597358,LT595973515,+370 37 556027,,,Virginija Budginienė,direktorė,12,"Čekiškės g. 86, Vilkija, Kauno r.",Kauno r.,LT-54221,"Maisto parduotuvės; Automobilių dalys; Padangos, ratlankiai; Žemės ūkio technika",https://rekvizitai.vz.lt/imone/rauculys_s_berstauto_imone/,52-08,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | RPM (Meat products)",MP - Meat Preparation Plant | CP - Cutting Plant | PP - Processing Plant,"Čekiškės g. 86, Vilkija, Kauno raj.",Vilkija,Kaunas County,Lithuania,,,,
462,UAB Redvida,NO_MATCH,,,,,,,,,,,,,,,LT 79-10,1,GEN (General activity establishment - EU),CS - Cold Stores; WM - Wholesale Market,Aluonos g. 37,Jelščizna,Vilnius County,Lithuania,,,,
463,UAB Restera,MATCH,"Restera, UAB",180330616,LT803306113,+370 444 69690,,http://www.restera.lt,Rima Staigienė,direktorius,11,"Statybininkų g. 3, LT-87101 Telšiai",Telšiai,LT-87101,Maisto produktai; Didmeninė prekyba; Gamyba; Šaldyti maisto produktai,https://rekvizitai.vz.lt/imone/restera/,LT 78-05 EB,1,RPM (Meat products),PP - Processing Plant,"Statybininkų g.3, Telšiai",Telšiai,Telsiai County,Lithuania,,,,
464,UAB Revijoma,MATCH,"Revijoma, UAB",253068210,LT530682113,+370 603 34401,,http://zaventesbaras.lt,Regina Katkauskienė,direktorė,38,"Viekšnių g. 33, Užventės k., LT-89494 Mažeikių r.",Mažeikių r.,LT-89494,"Maisto produktai; Gamyba; Kavinės, klubai, barai, restoranai; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/revijoma/,61-04,4,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | GM (Meat of farmed game) | RPM (Meat products)",MM - Minced Meat Plant; MP - Meat Preparation Plant | SH - Slaughterhouse; CP - Cutting Plant | PP - Processing Plant,"Viekšnių g. 33, Užventes km. Viekšniu sen. Mažeikių r. sav., Telšių apskr.",Užventes k.,Telsiai County,Lithuania,,,,
465,UAB Riamona,NO_MATCH,,,,,,,,,,,,,,,LT 33-13EB,1,RPM (Meat products),PP - Processing Plant,"Taikos g. 94, Verebiejų k., Simno sen., Alytaus r. sav.",Verabiejai,Alytus County,Lithuania,,,,
466,UAB Rineka,MATCH,"Rineka, UAB",302614861,LT100006089714,+370 656 43333,,,Aistė Andrulytė,,33,"Šiaulių g. 2, Beržėnų k., LT-86357 Kelmės r.",Kelmės r.,LT-86357,"Mėsa, mėsos produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/rineka/,LT 54-05,1,RPM (Meat products),PP - Processing Plant,"Šiaulių g.2, Beržėnų k., Užvenčio sen., Kelmės r. sav. LT-86357",Kelmė,Siauliai County,Lithuania,,,,
467,UAB Ristva ir Ko,MATCH,"Ristva ir Ko, UAB",168944943,LT689449413,+370 45 557151,,http://ristva.lt,Aurimas Žebrys,,46,"Kapinės g. 3, Daukniūnų k., Panevėžio r.",Panevėžio r.,LT-38361,"Maisto produktai; Gamyba; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/ristva_ir_ko/,LT66-31 EB,1,RPM (Meat products),PP - Processing Plant,"Kapinės g. 3, Daukniūnų k., LT-38361",Daukniūnai,Panevezys County,Lithuania,,,,
468,UAB Rokiškio pieno gamyba,MATCH,"Rokiškio pieno gamyba, UAB",303055649,LT100007720616,+370 389 64402,,http://www.rokiskio.com,Dalius Trumpa,direktorius,261,"Pramonės g. 8, Utena",Utena,LT-28216,"Pienas, pieno produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/rokiskio_pieno_gamyba/,LT 81-01P,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,Kauno g. 65,Ukmergė,Vilnius County,Lithuania,,,,
469,UAB Romega,MATCH,"Romegas, UAB",305048023,LT100012605714,,,,Egidijus Mažonavičius,direktorius,3,"Ryto g. 1, Plungė",Plungė,LT-90154,Statyba,https://rekvizitai.vz.lt/imone/romegas/,52-27,2,GEN (General activity establishment - EU) | PM (Meat from poultry and lagomorphs),CS - Cold Stores; WM - Wholesale Market; RW - Re-wrapping Establishment | CP - Cutting Plant,"S. Lozoraičio g. 17E, Garliava, Kauno raj.",Garliava,Kaunas County,Lithuania,,,,
470,UAB Rūkoriai,MATCH,"Rūkoriai, UAB",304747223,LT100011556717,+370 606 62696,,,Jonas Ramaslauskas,direktorius,11,"Tekliūnų g. 6, LT-14193 Vilnius",Vilnius,LT-14193,"Žuvininkystė, žuvies produktai; Gamyba; Maisto gamyba",https://rekvizitai.vz.lt/imone/rukoriai/,LT 01-083 Ž; LT 13-107 Ž,1,FFP (Fishery products - EU),PP - Processing Plant,Tarandės g. 9,Vilnius,Vilnius County,Lithuania,,,,
471,UAB SALDOGA,MATCH,"Saldoga, UAB",134505238,LT345052314,+370 615 68786,,http://www.saldoga.lt,Donata Grikštaitė,,202,"Jiesios g. 6, Ilgakiemio k., Kauno r.",Kauno r.,LT-53288,"Žuvininkystė, žuvies produktai; Gamyba",https://rekvizitai.vz.lt/imone/saldoga/,LT 72-03; 52-38; 52-16,1,FFP (Fishery products - EU),PP - Processing Plant,"Pramonės g. 3, Raseinių sen.",Gabšiai,Kaunas County,Lithuania,,,,
472,UAB SANITEX,MATCH,UAB SANITEX,110443493,LT104434917,+370 37 401111,,http://www.sanitex.eu,Ramūnas Kairys,,1178,"Raudondvario pl. 131C, LT-47501 Kaunas",Kaunas,LT-47501,Didmeninė prekyba; Kanceliarijos prekės; Logistikos paslaugos; Pardavimo automatai,https://rekvizitai.vz.lt/imone/sanitex_bendra_lietuvos_jav_imone_uab/,520001016,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno r. sav., Alšėnų sen., Kampiškių k., Alšėnų g. 8",Alšėnai,Kaunas County,Lithuania,,,,
473,UAB SANJAGA,MATCH,"Sanjaga, UAB",304399051,LT100010559615,+370 648 51102,,,Povilas Jurčys,direktorius,7,"Antanavos g. 6-27, Kaunas",Kaunas,LT-46280,"Mėsa, mėsos produktai; Didmeninė prekyba; Maisto parduotuvės; Mažmeninė prekyba",https://rekvizitai.vz.lt/imone/sanjaga/,46-10,1,RPM (Meat products),PP - Processing Plant,"Kauno apskr. Jonavos r. sav., Jonavos miesto sen., Jonava, Fabriko g. 3",Jonava,Kaunas County,Lithuania,,,,
474,UAB SAUVA,MATCH,"Sauva, UAB",300018357,LT100000982116,+370 671 11080,,,Saulius Valiūnas,direktorius,5,"Gandrų g. 11, Neveronių k., Kauno r.",Kauno r.,,Maisto parduotuvės; Didmeninė prekyba,https://rekvizitai.vz.lt/imone/uab_sauva/,520000869,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno r. sav., Neveronių sen., Neveronys",Neveronys,Kaunas County,Lithuania,,,,
475,UAB SBE,MATCH,"SBE, UAB",167622291,LT676222917,+370 698 27254,,http://www.casings-processing.lt/,Sigitas Bikas,,16,"Runionių k., LT-33313 Molėtų r.",Molėtų r.,LT-33313,Didmeninė prekyba; Eksportas; Gamyba; Odos gaminiai,https://rekvizitai.vz.lt/imone/sbe/,LT 62-01 EB,1,"CAS (Treated stomachs, bladders and intestines: casings only)",PP - Processing Plant,"Suojos g. 5, Runionių k., Alantos sen., Molėtų r. sav.",Runionys,Utena County,Lithuania,,,,
476,UAB SENASIS MALŪNAS,MATCH,"UAB ""Senasis Malūnas""",302198530,LT100004550215,+370 699 64903,,,Generalinis direktorius Juozas Metrikis,,11,"Vytauto g. 33-14, Vilnius",Vilnius,LT-08119,"Mėsa, mėsos produktai; Gamyba; Kavinės, klubai, barai, restoranai; Maisto parduotuvės",https://rekvizitai.vz.lt/imone/uab_senasis_malunas/,87-01,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Bažnyčios g. 1, 75102 Balsiai, Šilalės kaimiškoji sen., Šilalės r. sav.",Šilalė,Taurage County,Lithuania,,,,
477,UAB SINANO KEBABAI,NO_MATCH,,,,,,,,,,,,,,,LT 01-066 M,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,A. Basanavičiaus g. 37,Vilnius,Vilnius County,Lithuania,,,,
478,UAB SKONIO PASLAPTIS,MATCH,"Skonio paslaptis, UAB",122641522,LT226415219,(85)2319566,,http://www.skoniopaslaptis.lt,Audrius Garbauskas,direktorius,22,"Vaikystės g. 2, Avižienių k., LT-14184 Vilniaus r.",Vilniaus r.,LT-14184,Maisto gamyba; Didmeninė prekyba; Kepyklos; Šaldyti maisto produktai,https://rekvizitai.vz.lt/imone/skonio_paslaptis/,LT 41-07 EB,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,Vaikystės g. 2,Avižieniai,Vilnius County,Lithuania,,,,
479,UAB SMILGIAI,MATCH,"Smilgiai, UAB",302583031,LT100005863010,+370 616 09193,,,Modestas Utkevičius,direktorius,2,"Parko g. 3, Smilgių k., Marijampolė",Marijampolė,,"Mediena, jos gaminiai; Miškininkystė",https://rekvizitai.vz.lt/imone/smilgiai/,18-060,1,RPM (Meat products),PP - Processing Plant,"Parko g. 3, Smilgių k., Sasnavos sen., Marijampolės sav.",Smilgiai,Marijampole County,Lithuania,,,,
480,UAB Saldukas,MATCH,"Saldukas, UAB",120810411,LT208104113,+370 626 28187,,http://www.saldukas.lt,Vidmantas Lunius,,6,"Pušų g. 9, Kalviškių k., LT-14105 Vilniaus r.",Vilniaus r.,LT-14105,Maisto produktai; Didmeninė prekyba; Sandėliavimas; Sveiki produktai,https://rekvizitai.vz.lt/imone/saldukas/,41-04,1,GEN (General activity establishment - EU),RW - Re-wrapping Establishment; WM - Wholesale Market,Pušų g. 9,Kalviškių k.,Vilnius County,Lithuania,,,,
481,UAB Samsonas,MATCH,"Samsonas, UAB",133140587,LT331405811,+370 37 490670,,http://www.samsonas.lt,Henrikas Urbšta,generalinis direktorius,408,"Europos pr. 38, LT-46369 Kaunas",Kaunas,LT-46369,"Mėsa, mėsos produktai; Didmeninė prekyba; Maisto gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/samsonas/,190007584; 19-11; LT 84-07,2,GEN (General activity establishment - EU) | RPM (Meat products),WM - Wholesale Market | CS - Cold Stores; RW - Re-wrapping Establishment | PP - Processing Plant,"Europos pr. 36, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
482,UAB Santamed,MATCH,"Santamed LT, UAB",304497702,LT100010876917,+370 605 23449,,,Gracijus Ivanauskas,direktorius,17,"Sodų g. 1, Linksmakalnio k., Kauno r.",Kauno r.,LT-53290,"Vaistai, medicininės medžiagos",https://rekvizitai.vz.lt/imone/santamed_lt/,52-29,1,GEN (General activity establishment - EU),RW - Re-wrapping Establishment,"Liepų g. 9, Linksmakalnis, Kauno r.",Linksmakalnis,Kaunas County,Lithuania,,,,
483,UAB Sauda,MATCH,"UAB ""Sauda""",120507414,LT205074113,+370 5 2133288,,http://www.1414.lt,Saulius Kundrotas,direktorius,14,"Minsko pl. 21, LT-02121 Vilnius",Vilnius,LT-02121,Pagalba kelyje; Autoservisai; Avarinės tarnybos; Transporto paslaugos,https://rekvizitai.vz.lt/imone/sauda_technine_pagalba_kelyje/,52-04,1,GEN (General activity establishment - EU),RW - Re-wrapping Establishment,"Pramonės g. 11, Stanaičių k., Kauno r.",Stanaičių k.,Kaunas County,Lithuania,,,,
484,UAB Saudona LT,MATCH,"UAB ""SAUDONA LT""",302615041,LT100006456612,+370 633 55755,,,Donatas Zvicevičius,direktorius,30,"Politechnikos g. 219, Naujasodžio k., Kauno r.",Kauno r.,LT-44100,Transporto paslaugos; Automobilių prekyba,https://rekvizitai.vz.lt/imone/saudona_lt/,520001515,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Politechnikos g. 219, Naujasodžio k., Karmėlavos sen., Kauno r.",Kaunas,Kaunas County,Lithuania,,,,
485,UAB Scandinavian Seafood Factory,NO_MATCH,,,,,,,,,,,,,,,LT 85-03,2,GEN (General activity establishment - EU) | RPM (Meat products),RW - Re-wrapping Establishment; CS - Cold Stores | PP - Processing Plant,Vilniaus g. 3,Šalčininkai,Vilnius County,Lithuania,,,,
486,UAB Seafood Market LT,MATCH,"Seafood Market LT, UAB",307454581,LT100020655018,+370 648 53561,,https://zuvisinamus.lt/,Aivaras Maslauskas,,1,"Servečės g. 2, LT-02121 Vilnius",Vilnius,LT-02121,"Žuvininkystė, žuvies produktai",https://rekvizitai.vz.lt/imone/seafood_market_lt/,01-57,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),WM - Wholesale Market | RW - Re-wrapping Establishment; CS - Cold Stores,"Servečės g. 2, Vilniaus m. sav.",Vilnius,Vilnius County,Lithuania,,,,
487,UAB Sedva,MATCH,"Sedva, UAB",304203887,LT100010052414,+370 626 86565,,,Ernestas Šukaitis,direktorius,7,"Europos pr. 106A, Kaunas",Kaunas,LT-46351,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/sedva/,19-12,1,RM (Meat of domestic ungulates),CP - Cutting Plant,"Europos pr. 106 A, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
488,UAB Senolių alksnynė,MATCH,"SENOLIŲ ALKSNYNĖ, UAB",302834398,LT100007116614,+370 674 75376,,,Valdas Dičkus,direktorius,8,"Plento g. 13, Ramučių k., Kauno r.",Kauno r.,LT-54464,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/senoliu_alksnyne_uab/,52-05,1,RPM (Meat products),PP - Processing Plant,"Plento g. 13, Ramučiai, Kauno raj.",Ramučiai,Kaunas County,Lithuania,,,,
489,UAB Senolių gardumynai,MATCH,"Senolių gardumynai, UAB",302602407,LT100006490814,+370 675 83019,,,Šarūnė Špokevičienė,direktorė,8,"Varluvos g. 9, Varluvos k., LT-54341 Kauno r.",Kauno r.,LT-54341,"Mėsa, mėsos produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/senoliu_gardumynai/,52-06,1,RPM (Meat products),PP - Processing Plant,"Varluvos g. 9, Varluvos k., Kauno raj.",Varluva,Kaunas County,Lithuania,,,,
490,UAB Skaistės mėsa,NO_MATCH,,,,,,,,,,,,,,,19-22,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Marijampolės pl. 14, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
491,UAB Skonio iššūkis,MATCH,"Skonio iššūkis, UAB",305950479,LT100014919714,+370 685 23359,,http://www.skonioissukis.lt,,,20,"Portugalų g. 6, LT-11329 Vilnius",Vilnius,LT-11329,"Mėsa, mėsos produktai; Maisto gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/skonio_issukis/,LT 11-08 EB,1,RPM (Meat products),PP - Processing Plant,"Naujoji g. 124-1, Alytus",Alytus,Alytus County,Lithuania,,,,
492,UAB Sraigių delikatesai,MATCH,"Sraigių delikatesai, MB",302931420,LT100007338815,+370 611 00390,,http://www.sraigiudelikatesai.lt,Gediminas Micuta,,,"Rasytės g. 24-59, Kaunas",Kaunas,LT-48118,"Sveiki produktai; Kavinės, klubai, barai, restoranai; Maistas į namus, biurą",https://rekvizitai.vz.lt/imone/sraigiu_delikatesai/,520001550,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Marijampolės g. 27, Pagiriai, Garliavos sen., Kauno r.",Pagiriai,Kaunas County,Lithuania,,,,
493,UAB Stilsas,MATCH,"Stilsas NT, UAB",303200233,LT100008184811,+370 41 553070,,http://www.tausistema.lt,Vytautas Mačiūnas,generalinis direktorius,3,"Verdulių g. 4, Šiauliai",Šiauliai,LT-78112,Nekilnojamasis turtas,https://rekvizitai.vz.lt/imone/stilsas_nt/,LT29-01,1,RPM (Meat products),PP - Processing Plant,Verdulių g. 4,Šiauliai,Siauliai County,Lithuania,,,,
494,UAB Stoniškių žara,MATCH,"Stoniškių Žara, UAB",277046140,LT770461416,+370 441 41765,,,,,13,"Rukų k., LT-99302 Pagėgiai",Pagėgiai,LT-99302,"Maisto produktai; Gamyba; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/stoniskiu_zara/,88-33,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | RPM (Meat products)",MM - Minced Meat Plant | CP - Cutting Plant | PP - Processing Plant,"Tauragės apskr., Pagėgių sav., Stoniškių sen., Rukai, Vilties g. 1",Rukai,Taurage County,Lithuania,,,,
495,UAB Takažolė,MATCH,"Takažolė, UAB",122773794,LT227737917,+370 383 44105,,,Aurimas Vitkauskas,direktorius,19,"Aukštakalnio g. 5, Toliejų k., LT-33352 Molėtų r.",Molėtų r.,LT-33352,"Mėsa, mėsos produktai; Gyvuliai, žvėrys, paukščiai ir jų veisimas; Patalpų nuoma",https://rekvizitai.vz.lt/imone/uab_takazole/,LT 62-04 EB,3,RM (Meat of domestic ungulates) | GM (Meat of farmed game) | RPM (Meat products),SH - Slaughterhouse | CP - Cutting Plant; SH - Slaughterhouse | PP - Processing Plant,"Molėtų r. sav., Čiulėnų sen., Toliejų k., Aukštakalnio g. 5",Toliejai,Utena County,Lithuania,,,,
496,UAB Tasiga,MATCH,"Tasiga, UAB",304241140,LT100010813010,-,,,Tadas Gideika,direktorius,5,"Ragainės g. 3, Šiauliai",Šiauliai,LT-78112,"Kepyklos; Gamyba; Konditerija, saldumynai; Maisto gamyba",https://rekvizitai.vz.lt/imone/tasiga/,LT 29-06,1,RPM (Meat products),PP - Processing Plant,Ragainės g.3,Šiauliai,Siauliai County,Lithuania,,,,
497,UAB Tavijuta,MATCH,"Tavijuta, UAB",147076358,LT470763515,+370 45 581680,,http://www.tavijuta.lt,Tadas Petronis,direktorius,33,"Pramonės g. 8 K2-3, LT-35100 Panevėžys",Panevėžys,LT-35100,Maisto produktai; Gamyba; Šaldyti maisto produktai,https://rekvizitai.vz.lt/imone/tavijuta/,LT27-02 EB,1,RPM (Meat products),PP - Processing Plant,Pramonės g. 8,Panevežys,Panevezys County,Lithuania,,,,
498,UAB Tikras dūmas,MATCH,"Tikras dūmas, UAB",304942629,LT100012485810,+370 610 28747,,,Loreta Stuopelienė,direktorius,,"Liepų g. 3, Stanelių k., Plungės r.",Plungės r.,LT-90487,"Mėsa, mėsos produktai; Maisto gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/tikras_dumas/,68-12,1,RPM (Meat products),PP - Processing Plant,"Liepų g. 3, Stanelių k., Plungės r. sav.",Staneliai,Telsiai County,Lithuania,,,,
499,UAB Tisara,MATCH,"Tisara, UAB",302623159,LT100006115515,+370 380 32453,,,Kristina Svorobovič,,7,"Vilniaus g. 9, Šalčininkėlių k., Šalčininkų r.",Šalčininkų r.,LT-17268,Turgavietės,https://rekvizitai.vz.lt/imone/tisara/,LT 85-06,2,GEN (General activity establishment - EU) | RPM (Meat products),CS - Cold Stores | PP - Processing Plant,Naujoji g. 6,Šalčininkėliai,Vilnius County,Lithuania,,,,
500,UAB Tradita,MATCH,"Tradita, UAB",122606350,LT226063515,+370 380 56622,,,Tadeuš Valiuk,direktorius,10,"Mantviliškės, LT-17161 Šalčininkų r.",Šalčininkų r.,LT-17161,"Mėsa, mėsos produktai; Didmeninė prekyba; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/tradita/,LT 85-17,2,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RPM (Meat products)",MP - Meat Preparation Plant; MM - Minced Meat Plant | PP - Processing Plant,Naujoji g.11,Mantviliškės,Vilnius County,Lithuania,,,,
501,UAB Transneda,MATCH,"Transneda, UAB",302520287,LT100005514113,+370 606 33137,,,Vilius Slatkevičius,direktorius,8,"Šilutės pl. 15A, Klaipėda",Klaipėda,LT-91109,Sandėliavimas; Logistikos paslaugos,https://rekvizitai.vz.lt/imone/transneda/,21-42,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores,"Šilutės pl. 15A, Klaipėda, Klaipėdos m. sav.",Klaipėda,Klaipeda County,Lithuania,,,,
502,UAB Trinas,MATCH,"Trinas, UAB",134784955,LT347849515,+370 37 311717,,http://www.trinas.eu,Darius Semėnas,direktorius,2,"Savanorių pr. 281-415, LT-50128 Kaunas",Kaunas,LT-50128,Logistikos paslaugos; Didmeninė prekyba; Geležinkelių transportas; Maisto produktai,https://rekvizitai.vz.lt/imone/trinas/,190012141,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Taikos pr. 96, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
503,UAB VALDARAGIS,MATCH,"Valdaragis, UAB",302971379,LT100007439910,+370 650 66805,,http://www.valdaragis.eu,Valdas Ragėnas,direktorius,6,"Ateities g. 2, Katlėrių k., Anykščių r.",Anykščių r.,LT-29162,Maisto gamyba; Maisto produktai; Transporto paslaugos,https://rekvizitai.vz.lt/imone/uab_valdaragis/,LT 34-04 EB,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,"Ateities g. 2  Katlėriai Skiemonių sen, Anykščių sen",Anykšciai,Utena County,Lithuania,,,,
504,UAB VARĖNOS PIENELIS,MATCH,"Varėnos pienelis, UAB",300076289,LT100001453913,+370 310 51669,,http://www.varenospienelis.lt,Jolanta Kuzminienė,direktorė,148,"J. Basanavičiaus g. 52, LT-65210 Varėna",Varėna,LT-65210,"Pienas, pieno produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/varenos_pienelis/,LT 38-01P EB,2,"MMP (Raw milk, dairy products, colostrum and colostrum-based products) | GEN (General activity establishment - EU)",PP - Processing Plant | CS - Cold Stores,"J. Basanavičiaus g. 52, Varėna",Varėna,Alytus County,Lithuania,,,,
505,UAB VASAKNOS,MATCH,UAB Vasaknos,187854895,LT878548917,+370 385 56165,,http://www.vasaknos.lt,Algirdas Šiukščius,generalinis direktorius,36,"Sudeikių g. 6, Vasaknų k., LT-32311 Zarasų r.",Zarasų r.,LT-32311,"Žuvininkystė, žuvies produktai",https://rekvizitai.vz.lt/imone/vasaknos/,43-02 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Vasaknos, Dusetų sen., Zarasų r. sav.",Vasaknos,Utena County,Lithuania,,,,
506,UAB VENDITOR,NO_MATCH,,,,,,,,,,,,,,,520000991,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno r. sav., Ringaudų sen., Virbališkių k., Verslo g. 3",Dievogalos k.,Kaunas County,Lithuania,,,,
507,UAB VETROLITA,MATCH,"Vetrolita, UAB",300663475,LT100004174217,+370 662 62765,,,,,5,"Biliuškių g. 6, Bukonių k., Jonavos r.",Jonavos r.,LT-55414,"Mėsa, mėsos produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/uab_vetrolita/,46-03,1,RPM (Meat products),PP - Processing Plant,"Kauno apskr. Jonavos r. sav., Jonavos miesto sen., Jonava, Alksnių g. 14",Jonava,Kaunas County,Lithuania,,,,
508,UAB VIA 3L LT,MATCH,"VIA 3L LT, UAB",126410751,LT100000998516,+370 699 24989,,https://www.via3l.eu/,Gintautas Čečys,,217,"Liepkalnio g. 172M, LT-02121 Vilnius",Vilnius,LT-02121,"Logistikos paslaugos; Muitinių paslaugos, muitinės; Sandėliavimas; Transporto paslaugos",https://rekvizitai.vz.lt/imone/terminal_lt/,LT 41-01,1,GEN (General activity establishment - EU),CS - Cold Stores,Minsko pl. 55,Kuprioniškės,Vilnius County,Lithuania,,,,
509,UAB VIKEDA,MATCH,"Vikeda, UAB",161438587,LT614385811,+370 618 00088,,https://www.linkedin.com/company/19094447/admin/dashboard/,Algirdas Gauronskis,generalinis direktorius,186,"J. Basanavičiaus g. 2B, LT-57151 Kėdainiai",Kėdainiai,LT-57151,"Maisto produktai; Eksportas; Gamyba; Pienas, pieno produktai",https://rekvizitai.vz.lt/imone/vikeda/,53-05P; 190011766; 520001360; 520001361,2,"MMP (Raw milk, dairy products, colostrum and colostrum-based products) | GEN (General activity establishment - EU)",PP - Processing Plant | CS - Cold Stores | WM - Wholesale Market,"J.Basanavičiaus g 2B, Kėdainiai",Kėdainiai,Kaunas County,Lithuania,,,,
510,UAB VITANEDA,MATCH,"UAB ""Vitaneda""",302620070,LT100006690413,+370 657 56345,,,Bronius Pratašius,direktorius,3,"Maironio skg. 14, Skaudvilė, Tauragės r.",Tauragės r.,LT-73435,"Gyvuliai, žvėrys, paukščiai ir jų veisimas; Maisto produktai; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/vitaneda/,77-11,3,WM (Wild game meat) | RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | SH - Slaughterhouse; CP - Cutting Plant | PP - Processing Plant,"Tauragės apskr., Tauragės r. sav., Skaudvilės sen., Skaudvilė, Maironio skg. 14",Skaudvilė,Taurage County,Lithuania,,,,
511,UAB VIČIŪNAI IR KO,MATCH,"Vičiūnai ir Ko, UAB",135571967,LT355719610,+370 37 314484,,http://www.vici.lt,Dainius Matijošaitis,,198,"Karaliaus Mindaugo pr. 38, LT-44307 Kaunas",Kaunas,LT-44307,Didmeninė prekyba; Maisto produktai; Šaldyti maisto produktai,https://rekvizitai.vz.lt/imone/viciunai_ir_ko/,135571967; 190011844; 520002055; 520001167,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),WM - Wholesale Market,Karaliaus Mindaugo pr. 38.,Kaunas,Kaunas County,Lithuania,,,,
512,UAB VLANTANA,MATCH,"Vlantana, UAB",163377040,LT633770418,+370 46 416505,,http://www.vlantana.eu,Generalinė direktorė,Sabina Chochrina,2004,"Dvaro g. 1, Gobergiškės k., LT-96173 Klaipėdos r.",Klaipėdos r.,LT-96173,Logistikos paslaugos; Sandėliavimas; Transporto paslaugos,https://rekvizitai.vz.lt/imone/vlantana/,LT 55-09 EB; 55-34,1,GEN (General activity establishment - EU),CS - Cold Stores; WM - Wholesale Market | CS - Cold Stores,"Dvaro g.1, LT-92498 Gobergiškės k. Klaipėdos r.",Gobergiškė,Klaipeda County,Lithuania,,,,
513,UAB VPA Logistics,MATCH,"VPA LOGISTICS, UAB",301530766,LT100003774411,+370 46 412900,,http://www.vpalogistics.eu,Darius Beinortas,generalinis direktorius,171,"Grįžgatvio g. 6, Klaipėda",Klaipėda,LT-91286,"Geležinkelių transportas; Logistikos paslaugos; Muitinių paslaugos, muitinės; Sandėliavimas",https://rekvizitai.vz.lt/imone/vpa_logistics/,LT 21-36 EB,1,GEN (General activity establishment - EU),CS - Cold Stores; WM - Wholesale Market,"Stariškės g. 25, Laistų k., Dovilų sen., Klaipėdos r. sav.",Laistai,Klaipeda County,Lithuania,,,,
