stt,name,business_id,website,email,phone,address,postal_code,city,cities_all,province,keywords_found,offices_count,tol_code,tol_name,line_of_business,company_form,turnover_k_eur,employees,operating_profit_k_eur,facebook_url,linkedin_url,finder_url,tag_doanh_nghiep_maps,dia_chi_maps,nguon_enrich
2644,Holmens Alltjänst,2956536-3,,,,,,Eckerö,Eckerö,Ahvenanmaan maakunta,Henkilöstövuokraus,1,81100,Kiinteistönhoito,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3258905,,,
2645,Hook Trans Oy,3147885-9,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3503507,,,
2646,Hopsa Oy,3087497-2,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3328390,,,
2647,Horn Afrik työvoimapalvelu Oy,2348461-8,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-23,,,https://www.finder.fi/yritys/2347637,,,
2648,Horseed Kuljetuspalvelut,3431312-8,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4089868,,,
2649,Ht Henkilöstövuokraus,2911854-7,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3225320,,,
2650,Huute taksi,3363204-7,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4006322,,,
2651,Hyvät kädet Oy,2542197-9,,,,,,Hämeenlinna,Hämeenlinna,Kanta-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/2792414,,,
2652,Häkkinen Invest Oy,2339784-8,,,,,,Turku,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/2330077,,,
2653,ICT Workforce Oy,3336591-1,,,,,,Espoo,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-2,,,https://www.finder.fi/yritys/3972059,,,
2654,Ibro taksi,3369812-6,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4014498,,,
2655,IdealCompanion Oy,3221851-4,,,,,,Turku,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3611018,,,
2656,Ifcom Finland Oy,3325333-8,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3922447,,,
2657,Iimeil Oy,3485511-1,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4149825,,,
2658,Ilohoiva Oy,3233556-9,,,,,,Tampere,Tampere,Pirkanmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3651629,,,
2659,Imka Palvelu Oy,3492451-9,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4156826,,,
2660,Indiman Oy,0976966-8,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,21,,-8,,,https://www.finder.fi/yritys/1495107,,,
2661,Infinity Jobs Oy,3552765-4,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4221918,,,
2662,Infotree Global Solutions Oy,3574014-8,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4245986,,,
2663,Irts Finland Oy,3551128-1,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4220247,,,
2664,Isra,3365612-9,,,,,,Espoo,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4009378,,,
2665,Itun palvelut,3276967-4,,,,,,Alavus,Alavus,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3800372,,,
2666,J & A Group Oy,3214417-2,,,,,,Lahti,Lahti,Päijät-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,39,3,-9,,,https://www.finder.fi/yritys/3592358,,,
2667,J. Puustinen,1992188-9,,,,,,Kirkkonummi,Kirkkonummi,Uudenmaan maakunta,Henkilöstövuokraus,1,42990,Muualla luokittelematon muu maa- ja vesirakentaminen,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1601793,,,
2668,J.A.A-Duunari oy,2655023-8,,,,,,Tuusula,Tuusula,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3044126,,,
2669,J.Y. All Round Service,3008133-1,,,,,,Oulu,Oulu,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3308291,,,
2670,JD Logistiikkapalvelut Oy,3465519-5,,,,,,Hyvinkää,Hyvinkää,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4128073,,,
2671,JJA-Palvelut Oy,3129376-6,,,,,,Tampere,Tampere,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3382503,,,
2672,JJT- Kuljettajat Ky,2563323-4,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/2821461,,,
2673,JK Renkipalvelu,2557584-7,,,,,,Oulu,Oulu,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2816109,,,
2674,JLM-Rent Ky,2568047-9,,,,,,Hämeenlinna,Hämeenlinna,Kanta-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/2827835,,,
2675,JM & Co Works,2607232-8,,,,,,,,,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2875358,,,
2676,JM-Racing Tmi,1876444-7,,,,,,Siuntio,Siuntio,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/505309,,,
2677,JOB-ri Ky,2386223-6,,,,,,Hausjärvi,Hausjärvi,Kanta-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/2497925,,,
2678,JOV Logistics Oy,3338847-8,,,,,,Porvoo,Porvoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3975164,,,
2679,JP työnvuokraus Oy,3276137-3,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,417,,-110,,,https://www.finder.fi/yritys/3793600,,,
2680,JS Workservice Ky,2704640-4,,,,,,Oulu,Oulu,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/3091234,,,
2681,Ja-Pal Projektit,2396770-8,,,,,,Lahti,Lahti,Päijät-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2520834,,,
2682,Jack Team,2167434-6,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1704003,,,
2683,Jaksaa Oy,3387317-4,,,,,,Raisio,Raisio,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4037589,,,
2684,JaneCo Roi,2590271-3,,,,,,Rovaniemi,Rovaniemi,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2860365,,,
2685,Janne Riutta,2547681-4,,,,,,,,,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2810947,,,
2686,Jarkon Lomituspalvelut,2755564-7,,,,,,Liminka,Liminka,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3121774,,,
2687,Jarmo Syväri Oy,2440110-8,,,,,,Pirkkala,Pirkkala,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,1,,,,https://www.finder.fi/yritys/2630841,,,
2688,Jartoman Finland Oy,2902779-2,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3217134,,,
2689,JasVar Group Oy,3533075-5,,,,,,Kaarina,Kaarina,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4202719,,,
2690,Jasy Oy,3396441-2,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4049056,,,
2691,Job Force Oy,3336652-7,,,,,,Porvoo,Porvoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-2,,,https://www.finder.fi/yritys/3972087,,,
2692,Job10 Talent Solutions Oy,3224656-6,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3628364,,,
2693,Job4U Oy,3242313-9,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3682201,,,
2694,JobFix Oy,3386028-5,,,,,,Kokkola,Kokkola,Keski-Pohjanmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4036000,,,
2695,Jobbe Oy,3352636-7,,,,,,Urjala,Urjala,Pirkanmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3992283,,,
2696,Jobbi Oy,2911715-7,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,,,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3225253,,,
2697,Jobcore Oy,3515627-5,,,,,,Tuusula,Tuusula,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4186250,,,
2698,Jobitan Oy,2985787-6,,,,,,Nurmijärvi,Nurmijärvi,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3269080,,,
2699,Jobiteam Oy,2002836-9,,,,,,Turku,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Rekrytointi,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/968454,,,
2700,Jobitor Finland Oy,3282009-7,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3811601,,,
2701,Jobtek Oy,3353494-9,,,,,,Kempele,Kempele,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3993949,,,
2702,Jobtori Oy,3197673-5,,,,,,Kuopio,Kuopio,Pohjois-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3573752,,,
2703,Jobz Oy,3094978-6,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3336503,,,
2704,Joen Laatuneliöt,2048456-7,,,,,,Joensuu,Joensuu,Pohjois-Karjalan maakunta,Henkilöstövuokraus,1,41000,Talonrakentaminen,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/974370,,,
2705,John Bay production Oy,3431529-7,,,,,,Järvenpää,Järvenpää,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4090154,,,
2706,Jokisivun Dynamo Oy,3148854-7,,,,,,Huittinen,Huittinen,Satakunnan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1,1,-1,,,https://www.finder.fi/yritys/3504858,,,
2707,Joni Järvinen,2421958-4,,,,,,Lohja,Lohja,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2565438,,,
2708,Joni mika,3463108-9,,,,,,Rovaniemi,Rovaniemi,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4125534,,,
2709,Jota Group Osk,2656372-5,,,,,,Kotka,Kotka,Kymenlaakson maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osuuskunta,,,,,,https://www.finder.fi/yritys/3045939,,,
2710,Jovua oy,3103272-6,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3345611,,,
2711,Jpek Oy,3360447-6,,,,,,Lappeenranta,Lappeenranta,Etelä-Karjalan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/4002954,,,
2712,Jpv-Group Oy,2236727-6,,,,,,Aura,Aura,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,32300,Urheiluvälineiden valmistus,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/2092261,,,
2713,Jubro Oy,3228869-4,,,,,,Hämeenlinna,Hämeenlinna,Kanta-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3638915,,,
2714,Juha Ylä-Kotola,2044693-1,,,,,,Virolahti,Virolahti,Kymenlaakson maakunta,Henkilöstövuokraus,1,01110,"Viljakasvien, pois lukien riisi, palkokasvien ja öljysiemenkasvien viljely",Henkilöstövuokraus; Kuljetusliike,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1238221,,,
2715,Juhani Kesäläinen Oy,2711292-6,,,,,,Pori,Pori,Satakunnan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3095913,,,
2716,Julmuus Oy,3195617-9,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,594,,34,,,https://www.finder.fi/yritys/3571758,,,
2717,Justitis International Oy,3114649-1,,,,,,Tampere,Tampere,Pirkanmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3355564,,,
2718,JuuKai Group Oy,3406064-2,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4,,1,,,https://www.finder.fi/yritys/4056859,,,
2719,Juuni Care Oy,3280961-3,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3809639,,,
2720,Juweyriya palvelut Oy,3481328-8,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4145627,,,
2721,Jwd Palvelut Hoiva Oy,3277169-4,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3800458,,,
2722,Jwd Palvelut Keski Oy,3169622-3,,,,,,Jyväskylä,Jyväskylä,Keski-Suomen maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,638,15,-66,,,https://www.finder.fi/yritys/3533872,,,
2723,JyLe Oy,3158320-2,,,,,,Mikkeli,Mikkeli,Etelä-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3516024,,,
2724,Jyväskylän Toimipiste Oy,1072833-7,,,,,,Jyväskylä,Jyväskylä,Keski-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/142912,,,
2725,Järvenpään Vanha Kumitehdas osk,1762891-0,,,,,,Järvenpää,Järvenpää,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osuuskunta,1,,,,,https://www.finder.fi/yritys/1233564,,,
2726,K. Kaisla Oy,2699171-1,,,,,,Porvoo,Porvoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3086551,,,
2727,KG Partners Oy,3386038-1,,,,,,Espoo,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4036006,,,
2728,KJS Palvelut Oy,3246777-2,,,,,,Kaarina,Kaarina,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3693381,,,
2729,Kaakon Kuljettajakouluttajat Oy,2657411-7,,,,,,Lappeenranta,Lappeenranta,Etelä-Karjalan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3047053,,,
2730,KaiBest Oy,1757007-7,,,,,,Kajaani,Kajaani,Kainuun maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/770522,,,
2731,Kaipet Kuljetuspalvelut,2128608-7,,,,,,Kouvola,Kouvola,Kymenlaakson maakunta,Henkilöstövuokraus,1,49410,Tieliikenteen tavarankuljetus,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1614619,,,
2732,Kakim Oy,3378598-3,,,,,,Askola,Askola,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4026391,,,
2733,Kalium Oy,3489658-9,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-15,,,https://www.finder.fi/yritys/4153281,,,
2734,Kamac taksipalvelu,2981111-4,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4030696,,,
2735,KanerVillaVuokratyö oy,3493465-3,,,,,,Kerava,Kerava,Uudenmaan maakunta,Henkilöstövuokraus,1,81100,Kiinteistönhoito,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4159230,,,
2736,Karhumaa Service,3178958-5,,,,,,Liminka,Liminka,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3552381,,,
2737,Kari Alfred Heikkinen,3091190-5,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3332350,,,
