Name,Website,Phone,Address,Rating,Reviews_Count,State,Location_Name,Latitude,Longitude,Search_Query,URL,Permanently_Closed,Category,Email
Kontiki Surf House,,'+351924341813,"R. Holbeche Castelo Branco, 2825-335 Costa de Caparica, Portugal","3,0",,PT,R. Holbeche Castelo Branco,38.6464152,-9.2357608,"Albergue in Sesimbra, Portugal",https://www.google.com/maps/place/Kontiki+Surf+House/data=!4m10!3m9!1s0xd1eca5f0dac142f:0x81382ae30d119d3a!5m2!4m1!1i2!8m2!3d38.6464152!4d-9.2357608!16s%2Fg%2F11g0zldyy7!19sChIJLxSsDV_KHg0ROp0RDeMqOIE?authuser=0&hl=pt-BR&rclk=1,No,,
M E S hospedagem,,,"Santa M.nha do Zêzere, Portugal",,,PT,Santa M.nha do Zêzere,41.1406015,-7.9519746,"Hospedagem domiciliar in Amarante, Portugal",https://www.google.com/maps/place/M+E+S+hospedagem/data=!4m7!3m6!1s0xd24af0037cd7433:0x4cdf580a029257ae!8m2!3d41.1406015!4d-7.9519746!16s%2Fg%2F11zgsgj8ws!19sChIJM3TNNwCvJA0RrleSAgpY30w?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa Moscatel,,,"Godim, Portugal","4,3",,PT,Godim,41.1701634,-7.7979078,"Hospedagem domiciliar in Amarante, Portugal",https://www.google.com/maps/place/Casa+Moscatel/data=!4m10!3m9!1s0xd24ad9e58ba3f47:0x32f303ae33f54e40!5m2!4m1!1i2!8m2!3d41.1701634!4d-7.7979078!16s%2Fg%2F11vcm__l5d!19sChIJRz-6WJ6tJA0RQE71M64D8zI?authuser=0&hl=pt-BR&rclk=1,No,,
Residencial Real,,'+351259325879,"R. dos Combatentes da Grande Guerra 5, 5000-635 Vila Real, Portugal","3,5",,PT,R. dos Combatentes da Grande Guerra 5,41.2968005,-7.7449935,"Hotel de 2 estrelas in Amarante, Portugal",https://www.google.com/maps/place/Residencial+Real/data=!4m10!3m9!1s0xd3b4b01249dd173:0x8e6df7783d93229a!5m2!4m1!1i2!8m2!3d41.2968005!4d-7.7449935!16s%2Fg%2F1thxmc8m!19sChIJc9GdJAFLOw0RmiKTPXj3bY4?authuser=0&hl=pt-BR&rclk=1,No,,
Casa do Olival,,'+351964645930,"Tv. do Olival Basto 340, 5050-098 Godim, Portugal","4,4",,PT,Tv. do Olival Basto 340,41.1635511,-7.7967927,"Hotel de 2 estrelas in Amarante, Portugal",https://www.google.com/maps/place/Casa+do+Olival/data=!4m10!3m9!1s0xd24ad4be51e043b:0x82e6be322ac4de5f!5m2!4m1!1i2!8m2!3d41.1635511!4d-7.7967927!16s%2Fg%2F11c1w__xq5!19sChIJOwQe5UutJA0RX97EKjK-5oI?authuser=0&hl=pt-BR&rclk=1,No,,
Casa da Bela vista,,,"Casa Da Bela Vista Avenida n° 2000, N°20, 5100-530 Figueira Do Douro, Portugal","4,0",,PT,N°20,41.1018287,-7.7612763,"Albergue in Amarante, Portugal",https://www.google.com/maps/place/Casa+da+Bela+vista/data=!4m10!3m9!1s0xd3b530048395ed5:0x8347dad1132f6442!5m2!4m1!1i2!8m2!3d41.1018287!4d-7.7612763!16s%2Fg%2F11vyq3vdw4!19sChIJ1V45SABTOw0RQmQvE9HaR4M?authuser=0&hl=pt-BR&rclk=1,No,,
Casa do Barreiro de Cima,,,"Rua do Barreiro de Cima, Portugal","5,0",,PT,Rua do Barreiro de Cima,41.4474515,-7.928865,"Albergue in Amarante, Portugal",https://www.google.com/maps/place/Casa+do+Barreiro+de+Cima/data=!4m10!3m9!1s0xd24cf0ed48c5853:0xc97ea3b2a3824dc6!5m2!4m1!1i2!8m2!3d41.4474515!4d-7.928865!16s%2Fg%2F11kqclxkrr!19sChIJU1iM1A7PJA0Rxk2Co7Kjfsk?authuser=0&hl=pt-BR&rclk=1,No,,
Casa do Mirante,,,"CXR2+R9, Moreira do Rei, Portugal","4,8",,PT,CXR2+R9,41.4421172,-8.0490642,"Albergue in Amarante, Portugal",https://www.google.com/maps/place/Casa+do+Mirante/data=!4m10!3m9!1s0xd24c34a81a79de1:0x57a052e37f294ee8!5m2!4m1!1i2!8m2!3d41.4421172!4d-8.0490642!16s%2Fg%2F11rmy2zb_d!19sChIJ4Z2ngUrDJA0R6E4pf-NSoFc?authuser=0&hl=pt-BR&rclk=1,No,,
Quinta da Batoca,,,"Sanhoane, Portugal","4,8",,PT,Sanhoane,41.2086707,-7.7968082,"Albergue in Amarante, Portugal",https://www.google.com/maps/place/Quinta+da+Batoca/data=!4m10!3m9!1s0xd24b3007e2bd017:0x5f1410f8010b859b!5m2!4m1!1i2!8m2!3d41.2086707!4d-7.7968082!16s%2Fg%2F11y19jnmg8!19sChIJF9ArfgCzJA0Rm4ULAfgQFF8?authuser=0&hl=pt-BR&rclk=1,No,,
Zimão Garden House,,'+351912888943,"R. da Capela n° 7, Zimão, 5450-283 Vila Pouca de Aguiar, Portugal","4,9",,PT,Zimão,41.4442721,-7.6603977,"Hospedaria in Vila Real, Portugal",https://www.google.com/maps/place/Zim%C3%A3o+Garden+House/data=!4m10!3m9!1s0xd3b316ad34e9de3:0x8d1ac36ad14e5db5!5m2!4m1!1i2!8m2!3d41.4442721!4d-7.6603977!16s%2Fg%2F11ry1mbwjb!19sChIJ451O02oxOw0RtV1O0WrDGo0?authuser=0&hl=pt-BR&rclk=1,No,,
Hotel Mor,,'+351254858238,"Av. Dr. Oliveira Salazar, 5110-122 Armamar, Portugal","3,7",,PT,Av. Dr. Oliveira Salazar,41.10595,-7.6913454,"Hospedaria in Vila Real, Portugal",https://www.google.com/maps/place/Hotel+Mor/data=!4m10!3m9!1s0xd3b51531843e90f:0x4f370cc43b2abca0!5m2!4m1!1i2!8m2!3d41.10595!4d-7.6913454!16s%2Fg%2F1v0lm1s_!19sChIJD-lDGFNROw0RoLwqO8QMN08?authuser=0&hl=pt-BR&rclk=1,No,,
Casa de Pascoaes,,'+351912457769,"R. da Capelinha 122, 4600-632 Gatão, Portugal","4,8",,PT,R. da Capelinha 122,41.2863745,-8.0712162,"Hotel de 3 estrelas in Vila Real, Portugal",https://www.google.com/maps/place/Casa+de+Pascoaes/data=!4m10!3m9!1s0xd24bf19b3549a91:0x6a13e4624adb1d8d!5m2!4m1!1i2!8m2!3d41.2863745!4d-8.0712162!16s%2Fg%2F122lkkdt!19sChIJkZpUsxm_JA0RjR3bSmLkE2o?authuser=0&hl=pt-BR&rclk=1,No,,
Quinta de Arroios,,,"77QW+4V, Vila Real, Portugal","5,0",1,PT,77QW+4V,41.287874,-7.702828,"Hospedagem domiciliar in Vila Real, Portugal",https://www.google.com/maps/place/Quinta+de+Arroios/data=!4m7!3m6!1s0xd3b4b9725c64e53:0xc2f135d04033fb8!8m2!3d41.287874!4d-7.702828!16s%2Fg%2F11sw480ysf!19sChIJU07GJZdLOw0RuD8DBF0TLww?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Chicole guancia back boarding house,,,"Pauline, 5070-013 Alijó, Portugal",,,PT,Pauline,41.2772347,-7.4771108,"Hospedagem domiciliar in Vila Real, Portugal",https://www.google.com/maps/place/Chicole+guancia+back+boarding+house/data=!4m7!3m6!1s0xd3b4300348fb40f:0x8c1f2947d354ce94!8m2!3d41.2772347!4d-7.4771108!16s%2Fg%2F11z12xwlgr!19sChIJD7SPNABDOw0RlM5U00cpH4w?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa do Forno F.R,,'+351910005220,"Rua de Fervença 2390, 4880-133, Portugal","4,0",,PT,Rua de Fervença 2390,41.3669486,-7.8417462,"Hospedagem domiciliar in Vila Real, Portugal",https://www.google.com/maps/place/Casa+do+Forno+F.R/data=!4m7!3m6!1s0xd24cb003d423e37:0x5c3d5df2ba5b8a1!8m2!3d41.3669486!4d-7.8417462!16s%2Fg%2F11xn26c0g0!19sChIJNz5CPQDLJA0RobilK9_VwwU?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Cantinho da Laura,,,"Casa Santiago S. Pedro de Balsemão 5100-013 Lamego, 5100-013 Sé, Portugal","5,0",,PT,Casa Santiago S. Pedro de Balsemão,41.1067132,-7.7824132,"Hospedagem domiciliar in Vila Real, Portugal",https://www.google.com/maps/place/Cantinho+da+Laura/data=!4m7!3m6!1s0xd3b5300479d28b5:0xe025d044b5e00415!8m2!3d41.1067132!4d-7.7824132!16s%2Fg%2F11vymwcrzw!19sChIJtSidRwBTOw0RFQTgtUTQJeA?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Miguas House Baião,,,"Caminho do Sobradinho 163, 4640-467, Portugal",,,PT,Caminho do Sobradinho 163,41.1341195,-7.9398845,"Hospedagem domiciliar in Vila Real, Portugal",https://www.google.com/maps/place/Miguas+House+Bai%C3%A3o/data=!4m7!3m6!1s0xd24af0000eb49e7:0x9f984656d366d584!8m2!3d41.1341195!4d-7.9398845!16s%2Fg%2F11nk11drk9!19sChIJ50nrAACvJA0RhNVm01ZGmJ8?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa dos Ingleses,,,"Rua da Saudade 14, 5000-011, Portugal",,,PT,Rua da Saudade 14,41.2160667,-7.7179032,"Hospedagem domiciliar in Vila Real, Portugal",https://www.google.com/maps/place/Casa+dos+Ingleses/data=!4m7!3m6!1s0xd3b4d65c13befe9:0x5da5fd72d39674f3!8m2!3d41.2160667!4d-7.7179032!16s%2Fg%2F11vb0yfjbj!19sChIJ6e87wWVNOw0R83SW03L9pV0?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa dos Porquinhos,,,"R. Alegria 10, 5090-013, Portugal",,,PT,R. Alegria 10,41.3661206,-7.4042057,"Hospedagem domiciliar in Vila Real, Portugal",https://www.google.com/maps/place/Casa+dos+Porquinhos/data=!4m7!3m6!1s0xd3b1557e036ee4b:0xb391be99e6875967!8m2!3d41.3661206!4d-7.4042057!16s%2Fg%2F11l6df1kd6!19sChIJS-424FcVOw0RZ1mH5pm-kbM?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa da avó,,'+351916677573,"R. da Fonte, Armamar, Portugal","4,8",,PT,R. da Fonte,41.1122715,-7.7178014,"Hotel de 2 estrelas in Vila Real, Portugal",https://www.google.com/maps/place/Casa+da+av%C3%B3/data=!4m10!3m9!1s0xd3b53f296b468c1:0x9c2c51fc4e0eeb9!5m2!4m1!1i2!8m2!3d41.1122715!4d-7.7178014!16s%2Fg%2F11g02397v3!19sChIJwWi0lvJTOw0Rue7gxB_Fwgk?authuser=0&hl=pt-BR&rclk=1,No,,
Casa do Fundo do Povo,,'+351913870088,"Rua de Laurentim, 79, 5030-458, Portugal","4,2",,PT,79,41.1970002,-7.7884925,"Hotel de 2 estrelas in Vila Real, Portugal",https://www.google.com/maps/place/Casa+do+Fundo+do+Povo/data=!4m10!3m9!1s0xd24b2b59a0493b9:0x9a959069fdb3a2c3!5m2!4m1!1i2!8m2!3d41.1970002!4d-7.7884925!16s%2Fg%2F11gcc_vyp2!19sChIJuZMEmrWyJA0Rw6Kz_WmQlZo?authuser=0&hl=pt-BR&rclk=1,No,,
Hotel Porto Antigo,,,"R. do Cais 675, 4690-423 Cinfães, Portugal","4,4",,PT,R. do Cais 675,41.090028,-8.079426,"Albergue in Vila Real, Portugal",https://www.google.com/maps/place/Hotel+Porto+Antigo/data=!4m10!3m9!1s0xd24a3cf80d55c93:0x36db95df005cb91f!5m2!4m1!1i2!8m2!3d41.090028!4d-8.079426!16s%2Fg%2F1tdl7dtz!19sChIJk1zVgM-jJA0RH7lcAN-V2zY?authuser=0&hl=pt-BR&rclk=1,No,,
Carmo guestroom - Alojamento Local,,'+351933822124,"R. das Ameixoeiras 7, 5120-406 Tabuaço, Portugal","5,0",1,PT,R. das Ameixoeiras 7,41.1178226,-7.56534,"Albergue in Vila Real, Portugal",https://www.google.com/maps/place/Carmo+guestroom+-+Alojamento+Local/data=!4m10!3m9!1s0xd3b5b00177bb23d:0x280b8a25e5b633f2!5m2!4m1!1i2!8m2!3d41.1178226!4d-7.56534!16s%2Fg%2F11ycgwgm1j!19sChIJPbJ7FwBbOw0R8jO25SWKCyg?authuser=0&hl=pt-BR&rclk=1,No,,
Casa do Paçô,,,"Rua de Paço - Rua 1, Cabeceiras de Basto, Portugal","5,0",1,PT,Rua de Paço - Rua 1,41.4966335,-7.9888511,"Albergue in Vila Real, Portugal",https://www.google.com/maps/place/Casa+do+Pa%C3%A7%C3%B4/data=!4m10!3m9!1s0xd24db000781e73b:0xfdf63deb893677d6!5m2!4m1!1i2!8m2!3d41.4966335!4d-7.9888511!16s%2Fg%2F11nb4qjx60!19sChIJO-eBBwDbJA0R1nc2ies99v0?authuser=0&hl=pt-BR&rclk=1,No,,
Alojamento Local - Casa Madureira,,'+351938691874,"Paradela de Guiaes, 5060-161 Vila Real, Portugal","5,0",,PT,Paradela de Guiaes,41.2269165,-7.6360618,"Albergue in Vila Real, Portugal",https://www.google.com/maps/place/Alojamento+Local+-+Casa+Madureira/data=!4m10!3m9!1s0xd3b4f78ab3fc9df:0x49dfc7f69004a8ec!5m2!4m1!1i2!8m2!3d41.2269165!4d-7.6360618!16s%2Fg%2F11vkjwq8nh!19sChIJ38k_q3hPOw0R7KgEkPbH30k?authuser=0&hl=pt-BR&rclk=1,No,,
Casa das Feitorias,,'+351918256347,"Rua Central de Parada, Tresouras, Portugal","5,0",,PT,Rua Central de Parada,41.1553702,-7.9174762,"Albergue in Vila Real, Portugal",https://www.google.com/maps/place/Casa+das+Feitorias/data=!4m10!3m9!1s0xd24af228a5ef44f:0x893dd66104452aca!5m2!4m1!1i2!8m2!3d41.1553702!4d-7.9174762!16s%2Fg%2F11krkfr5nr!19sChIJT_ReiiKvJA0RyipFBGHWPYk?authuser=0&hl=pt-BR&rclk=1,No,,
"Casa da Veiga, alojamento local",,,"Graceira, Fermil, 4890, Portugal","5,0",1,PT,Fermil,41.4323932,-7.9898769,"Albergue in Vila Real, Portugal","https://www.google.com/maps/place/Casa+da+Veiga,+alojamento+local/data=!4m10!3m9!1s0xd24c5f1cfb466a3:0x5cc1e0e2105f4fe4!5m2!4m1!1i2!8m2!3d41.4323932!4d-7.9898769!16s%2Fg%2F11rwrhvp2z!19sChIJo2a0z_HFJA0R5E9fEOLgwVw?authuser=0&hl=pt-BR&rclk=1",No,,
Casa das Penhas da Saude,,'+351962373074,"40°18'28.2""N 7°32'44.1""W, 6200-324 Covilhã, Portugal","4,8",,PT,"40°18'28.2""N 7°32'44.1""W",40.3077765,-7.5449035,"Hospedaria in Covilhã, Portugal",https://www.google.com/maps/place/Casa+das+Penhas+da+Saude/data=!4m10!3m9!1s0xd3d26a0093508a1:0x4b50d8a525bdf81c!5m2!4m1!1i2!8m2!3d40.3077765!4d-7.5449035!16s%2Fg%2F11ggr0jn9h!19sChIJoQg1CaAmPQ0RHPi9JaXYUEs?authuser=0&hl=pt-BR&rclk=1,No,,
Hospedaria Robalo,,'+351271753566,"d'Almeida, R. António José de Almeida nº53, 6320-354 Sabugal, Portugal","4,3",,PT,R. António José de Almeida nº53,40.3506164,-7.0887336,"Hospedaria in Covilhã, Portugal",https://www.google.com/maps/place/Hospedaria+Robalo/data=!4m10!3m9!1s0xd3daa094182287b:0x15b0bc623b35d8e2!5m2!4m1!1i2!8m2!3d40.3506164!4d-7.0887336!16s%2Fg%2F1tdbgqwl!19sChIJeyiCQQmqPQ0R4tg1O2K8sBU?authuser=0&hl=pt-BR&rclk=1,No,,
Quinta Sarnadela AL 30684,,'+351912378451,"Av. Principal 68, 3405-501, Portugal","4,9",,PT,Av. Principal 68,40.3882449,-7.9046691,"Hospedaria in Covilhã, Portugal",https://www.google.com/maps/place/Quinta+Sarnadela+AL+30684/data=!4m10!3m9!1s0xd2329b9d96b40d3:0x7f4580bd66230260!5m2!4m1!1i2!8m2!3d40.3882449!4d-7.9046691!16s%2Fg%2F11f03q1prc!19sChIJ00Br2bkpIw0RYAIjZr2ARX8?authuser=0&hl=pt-BR&rclk=1,No,,
Casa do Telheiro - 56346/AL,,'+351926892781,"R. do Cortinhal, 6270-151 Sabugueiro, Portugal","4,7",,PT,R. do Cortinhal,40.4031551,-7.6387358,"Hotel de 3 estrelas in Covilhã, Portugal",https://www.google.com/maps/place/Casa+do+Telheiro+-+56346%2FAL/data=!4m10!3m9!1s0xd3cd7b8ac24ef0b:0x865e3acf2d82c1a5!5m2!4m1!1i2!8m2!3d40.4031551!4d-7.6387358!16s%2Fg%2F11cssdfln3!19sChIJC-8krLjXPA0RpcGCLc86XoY?authuser=0&hl=pt-BR&rclk=1,No,,
Cantinho da Estrela,,'+351960498543,"R. do Comércio 92, 6270-586, Portugal","4,7",,PT,R. do Comércio 92,40.4712687,-7.7510823,"Hotel de 3 estrelas in Covilhã, Portugal",https://www.google.com/maps/place/Cantinho+da+Estrela/data=!4m10!3m9!1s0xd3cd39aaae0cc21:0x435c789a3249c882!5m2!4m1!1i2!8m2!3d40.4712687!4d-7.7510823!16s%2Fg%2F11b73lp3lh!19sChIJIczgqprTPA0RgshJMpp4XEM?authuser=0&hl=pt-BR&rclk=1,No,,
Hotel Belsol,,'+351275912206,"6250-076 Belmonte, Portugal","4,3",,PT,,40.366352,-7.352465,"Hotel de 3 estrelas in Covilhã, Portugal",https://www.google.com/maps/place/Hotel+Belsol/data=!4m10!3m9!1s0xd3d19411c24f503:0x455975fe5c76f402!5m2!4m1!1i2!8m2!3d40.366352!4d-7.352465!16s%2Fg%2F1hc2jmtwz!19sChIJA_UkHEEZPQ0RAvR2XP51WUU?authuser=0&hl=pt-BR&rclk=1,No,,
Casas da Escola-Meãs,,,"R. Dr. António Lourenço 59, 3320-368, Portugal",,,PT,R. Dr. António Lourenço 59,40.1524827,-7.8145158,"Hotel de 3 estrelas in Covilhã, Portugal",https://www.google.com/maps/place/Casas+da+Escola-Me%C3%A3s/data=!4m10!3m9!1s0xd22cd002fa91adb:0xf091ce909e924e1d!5m2!4m1!1i2!8m2!3d40.1524827!4d-7.8145158!16s%2Fg%2F11mt5x5zy5!19sChIJ2xqpLwDNIg0RHU6SnpDOkfA?authuser=0&hl=pt-BR&rclk=1,No,,
Casa da Latada,,,"R. Ten-Cel. José Biscaia Rabaça 10, 6260-311 Sameiro, Portugal","4,0",1,PT,R. Ten-Cel. José Biscaia Rabaça 10,40.4096181,-7.4895762,"Hotel de 3 estrelas in Covilhã, Portugal",https://www.google.com/maps/place/Casa+da+Latada/data=!4m10!3m9!1s0xd3cdf9cfea65ce5:0x75139d6aa4cbeaf6!5m2!4m1!1i2!8m2!3d40.4096181!4d-7.4895762!16s%2Fg%2F11h4d3xz7f!19sChIJ5Vym_pzfPA0R9urLpGqdE3U?authuser=0&hl=pt-BR&rclk=1,No,,
Quinta Ponte da Capinha,,'+351962812497,"Estrada Municipal do Salgueiro, M570 1, 6230-145 Capinha, Portugal","4,7",,PT,M570 1,40.192267,-7.3607072,"Hotel de 3 estrelas in Covilhã, Portugal",https://www.google.com/maps/place/Quinta+Ponte+da+Capinha/data=!4m10!3m9!1s0xd3d16d7352f3659:0xc6491d98a3e92c55!5m2!4m1!1i2!8m2!3d40.192267!4d-7.3607072!16s%2Fg%2F11c5cphyd0!19sChIJWTYvNdcWPQ0RVSzpo5gdScY?authuser=0&hl=pt-BR&rclk=1,No,,
Casa da Almoinha,,'+351962381144,"Estrada Nacional 230, 6215-517 Unhais da Serra, Portugal","4,0",,PT,Estrada Nacional 230,40.2567176,-7.6219884,"Hotel de 3 estrelas in Covilhã, Portugal",https://www.google.com/maps/place/Casa+da+Almoinha/data=!4m10!3m9!1s0xd3d2fb2a6f7b3ff:0x60f8585c66fcfeba!5m2!4m1!1i2!8m2!3d40.2567176!4d-7.6219884!16s%2Fg%2F11jg8392c2!19sChIJ_7P3prIvPQ0Ruv78ZlxY-GA?authuser=0&hl=pt-BR&rclk=1,No,,
Hotel Rural Casa da Eira,,'+351275941180,"Largo João José, Largo Vitória Forte, 6230-000 Peroviseu, Portugal","4,5",,PT,Largo Vitória Forte,40.20753,-7.4445589,"Hotel de 3 estrelas in Covilhã, Portugal",https://www.google.com/maps/place/Hotel+Rural+Casa+da+Eira/data=!4m10!3m9!1s0xd3d3d66a13e3283:0x7adaa9ccd57205f!5m2!4m1!1i2!8m2!3d40.20753!4d-7.4445589!16s%2Fg%2F11btmb3myn!19sChIJgzI-oWY9PQ0RXyBXzZyqrQc?authuser=0&hl=pt-BR&rclk=1,No,,
Villa Alzira - Alojamento e Restaurante,,'+351919924157,"R. de São Sebastião 6270, Portugal","4,8",,PT,R. de São Sebastião 6270,40.3584295,-7.7878867,"Hotel de 4 estrelas in Covilhã, Portugal",https://www.google.com/maps/place/Villa+Alzira+-+Alojamento+e+Restaurante/data=!4m10!3m9!1s0xd22d5d6b329c295:0x8c4f80363d15cea2!5m2!4m1!1i2!8m2!3d40.3584295!4d-7.7878867!16s%2Fg%2F11h7_tv0vh!19sChIJlcIps9bVIg0Ros4VPTaAT4w?authuser=0&hl=pt-BR&rclk=1,No,,
Casa da Vila,,,"Rua da lgreja, 6320-530 Sortelha, Portugal",,,PT,Rua da lgreja,40.3286313,-7.2162773,"Hospedagem domiciliar in Covilhã, Portugal",https://www.google.com/maps/place/Casa+da+Vila/data=!4m10!3m9!1s0xd3d03003799ae65:0x38c2c1966dd5803!5m2!4m1!1i2!8m2!3d40.3286313!4d-7.2162773!16s%2Fg%2F11z8tm4616!19sChIJZa6ZNwADPQ0RA1jdZhksjAM?authuser=0&hl=pt-BR&rclk=1,No,,
Quintinha do Lavrador,,,"96JH+2R, Torrozelo, Portugal",,,PT,96JH+2R,40.3800289,-7.7704909,"Hospedagem domiciliar in Covilhã, Portugal",https://www.google.com/maps/place/Quintinha+do+Lavrador/data=!4m7!3m6!1s0xd3cd50014a073a1:0x5be7958d5a6dcf7a!8m2!3d40.3800289!4d-7.7704909!16s%2Fg%2F11z4rp6dy6!19sChIJoXOgFADVPA0Res9tWo2V51s?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa do Forno,,,"R. do Cabo 17, 6270-621 Valezim, Portugal","4,4",,PT,R. do Cabo 17,40.3581482,-7.7182521,"Hotel de 2 estrelas in Covilhã, Portugal",https://www.google.com/maps/place/Casa+do+Forno/data=!4m10!3m9!1s0xd3d2a156b327381:0xb018f080942ad754!5m2!4m1!1i2!8m2!3d40.3581482!4d-7.7182521!16s%2Fg%2F11b73n50sq!19sChIJgXMyaxUqPQ0RVNcqlIDwGLA?authuser=0&hl=pt-BR&rclk=1,No,,
Casinha Branca Alojamento,,'+351968105401,"R. Cid. Vl. Real St. António 83, Fundão, Portugal","4,9",,PT,R. Cid. Vl. Real St. António 83,40.1569757,-7.4954057,"Albergue in Covilhã, Portugal",https://www.google.com/maps/place/Casinha+Branca+Alojamento/data=!4m10!3m9!1s0xd3d3d007c6618f9:0x67c7d1961c9b39dd!5m2!4m1!1i2!8m2!3d40.1569757!4d-7.4954057!16s%2Fg%2F11yb3nrzlm!19sChIJ-RhmfAA9PQ0R3TmbHJbRx2c?authuser=0&hl=pt-BR&rclk=1,No,,
Hostel Dom Yahya- Dr.Saba,,,"R. Direita 39, 6250-047 Belmonte, Portugal","4,0",,PT,R. Direita 39,40.3584453,-7.3484562,"Albergue in Covilhã, Portugal",https://www.google.com/maps/place/Hostel+Dom+Yahya-+Dr.Saba/data=!4m10!3m9!1s0xd3d1dbd0ad06179:0x13530b713368042f!5m2!4m1!1i2!8m2!3d40.3584453!4d-7.3484562!16s%2Fg%2F11fwfkjbmt!19sChIJeWHQCr0dPQ0RLwRoM3ELUxM?authuser=0&hl=pt-BR&rclk=1,No,,
Casas da Villa - Belmonte,,,"R. Pedro Álvares Cabral 22, 6250-065 Belmonte, Portugal","4,0",1,PT,R. Pedro Álvares Cabral 22,40.3559878,-7.352976,"Albergue in Covilhã, Portugal",https://www.google.com/maps/place/Casas+da+Villa+-+Belmonte/data=!4m10!3m9!1s0xd3d1f002ffcb599:0x5a06611f97f79044!5m2!4m1!1i2!8m2!3d40.3559878!4d-7.352976!16s%2Fg%2F11vr1pk0d7!19sChIJmbX8LwAfPQ0RRJD3lx9hBlo?authuser=0&hl=pt-BR&rclk=1,No,,
Marquinhas House - A Queijeira,,'+351919870567,"N17 n 22, 3400-691 Oliveira do Hospital, Portugal","5,0",1,PT,N17 n 22,40.3452693,-7.8419993,"Albergue in Covilhã, Portugal",https://www.google.com/maps/place/Marquinhas+House+-+A+Queijeira/data=!4m10!3m9!1s0xd22d5ce47ab4531:0xabf50c57d349c049!5m2!4m1!1i2!8m2!3d40.3452693!4d-7.8419993!16s%2Fg%2F11q91svhkx!19sChIJMUWrR87VIg0RScBJ01cM9as?authuser=0&hl=pt-BR&rclk=1,No,,
Casal dos Netos,,'+351964648537,"Penhas da Saúde, 6200-324 Covilhã, Portugal","5,0",1,PT,Penhas da Saúde,40.306645,-7.5467171,"Albergue in Covilhã, Portugal",https://www.google.com/maps/place/Casal+dos+Netos/data=!4m10!3m9!1s0xd3d258705e68833:0xb7ab90e3271fa1d7!5m2!4m1!1i2!8m2!3d40.306645!4d-7.5467171!16s%2Fg%2F11ty271l37!19sChIJM4jmBYclPQ0R16EfJ-OQq7c?authuser=0&hl=pt-BR&rclk=1,No,,
Refúgio da Estrela,,'+351919241397,"R. das Maravilhas 16, Aguincho, 6270-011, Portugal","5,0",,PT,Aguincho,40.2858061,-7.7214398,"Albergue in Covilhã, Portugal",https://www.google.com/maps/place/Ref%C3%BAgio+da+Estrela/data=!4m10!3m9!1s0xd3d2d32ad48ccfd:0xeca64468942acae3!5m2!4m1!1i2!8m2!3d40.2858061!4d-7.7214398!16s%2Fg%2F11t6y_zd5n!19sChIJ_cxIrTItPQ0R48oqlGhEpuw?authuser=0&hl=pt-BR&rclk=1,No,,
Casa dos Conchos,,,"Av. da Igreja 2, 6270-151 Sabugueiro, Portugal","4,9",,PT,Av. da Igreja 2,40.4022307,-7.640688,"Albergue in Covilhã, Portugal",https://www.google.com/maps/place/Casa+dos+Conchos/data=!4m10!3m9!1s0xd3cd736bf857fd5:0x1e847474a3fb43dc!5m2!4m1!1i2!8m2!3d40.4022307!4d-7.640688!16s%2Fg%2F11v0fc2mg9!19sChIJ1X-FvzbXPA0R3EP7o3R0hB4?authuser=0&hl=pt-BR&rclk=1,No,,
Casa das Oliveiras - Manteigas,,'+351962107071,"R. Ribeira dos Bacelos 20, 6260 Manteigas, Portugal","5,0",,PT,R. Ribeira dos Bacelos 20,40.4050301,-7.5201214,"Albergue in Covilhã, Portugal",https://www.google.com/maps/place/Casa+das+Oliveiras+-+Manteigas/data=!4m10!3m9!1s0xd3cdf0049a44cd1:0x4c83cc683b0fbf3d!5m2!4m1!1i2!8m2!3d40.4050301!4d-7.5201214!16s%2Fg%2F11vpqvsp7w!19sChIJ0UykSQDfPA0RPb8PO2jMg0w?authuser=0&hl=pt-BR&rclk=1,No,,
Hotel Dona Leonor,,,"R. Hemíciclo João Paulo II 9, Caldas da Rainha, Portugal","3,6",,PT,R. Hemíciclo João Paulo II 9,39.40592,-9.135773,"Hotel de 3 estrelas in Caldas da Rainha, Portugal",https://www.google.com/maps/place/Hotel+Dona+Leonor/data=!4m10!3m9!1s0xd18b3a55fa8978b:0xe1525dac9f609b16!5m2!4m1!1i2!8m2!3d39.40592!4d-9.135773!16s%2Fg%2F1tdl2tyw!19sChIJi5eoX6WzGA0RFptgn6xdUuE?authuser=0&hl=pt-BR&rclk=1,No,,
